,zorannt.csv,dvt.csv,bloodycore.csv,dvd-create.csv,gbif-indexingtoolkit.csv,aime.csv,planeshift.csv,mumble.csv,truevision.csv
aime.csv,0.17,0.26,0.16,0.85,0.19,0.33,0.81,0.6,0.13
bloodycore.csv,0.15,0.25,0.3,0.8,0.0,0.37,0.66,0.26,0.17
dvd-create.csv,0.15,0.44,0.16,0.97,0.21,0.25,0.8,0.35,0.42
dvt.csv,0.24,0.51,0.17,0.85,0.12,0.22,0.82,0.4,0.48
gbif-indexingtoolkit.csv,0.13,0.3,0.14,0.8,0.33,0.22,0.76,0.28,0.37
mumble.csv,0.19,0.33,0.19,0.81,0.18,0.28,0.8,0.69,0.34
planeshift.csv,0.15,0.33,0.17,0.9,0.18,0.16,0.87,0.28,0.42
truevision.csv,0.24,0.23,0.15,0.0,0.17,0.0,0.85,0.32,0.68
zorannt.csv,0.33,0.36,0.21,1.0,0.31,0.28,0.79,0.47,0.55
