,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.81,0.47,0.17,0.5,0.25,0.2,0.44,0.7,0.51,0.72,0.79
ikvm.csv,0.67,0.13,0.74,0.52,0.55,0.42,0.89,0.76,1.0,0.69,0.62
libtorrent.csv,0.67,0.47,0.78,0.62,0.83,0.94,0.28,0.89,0.77,0.69,0.76
mcmc-jags.csv,0.26,0.63,0.88,0.05,0.72,0.79,0.56,0.46,0.31,0.62,0.76
moast.csv,0.44,0.5,1.0,1.0,1.0,1.0,0.33,1.0,1.0,0.3,0.03
olap-navigator.csv,0.04,0.2,0.41,0.19,0.3,0.14,0.0,0.46,0.3,0.34,0.83
pidgin.csv,0.07,0.27,0.49,0.07,0.28,0.15,0.22,0.16,0.61,0.2,0.31
salasaga.csv,0.52,0.7,0.5,0.55,0.38,0.52,0.44,0.08,0.29,0.48,0.45
sepgsql.csv,0.04,0.37,0.32,0.1,0.2,0.12,0.0,0.11,0.29,0.11,0.28
sigil.csv,0.26,0.7,0.03,0.02,0.16,0.05,0.11,0.22,0.08,0.57,0.76
xtreemfs.csv,0.33,0.47,0.81,0.45,0.89,0.7,0.39,0.49,0.56,0.26,0.38
