,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.54,0.39,0.39,0.5,0.55,0.47,0.45,0.35,0.38,0.47,0.37,0.57
codesmith.csv,0.85,0.54,0.61,0.75,0.53,0.62,0.45,0.63,0.34,0.52,0.43,0.52
icescrum.csv,0.6,0.64,0.56,0.78,0.61,0.55,0.5,0.37,0.62,0.56,0.48,0.93
ingex.csv,0.42,0.57,0.63,0.68,0.56,0.47,0.43,0.48,0.38,0.54,0.35,0.65
jrefactory.csv,0.42,0.49,0.51,0.53,0.61,0.62,0.67,0.4,0.61,0.45,0.52,0.38
jsecurity.csv,0.97,0.51,0.54,0.49,0.9,0.45,0.64,0.91,0.58,0.7,0.8,0.45
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.5,0.37,0.36,0.37,0.48,0.32,0.67
lite.csv,0.97,0.49,0.42,0.52,0.75,0.48,0.44,0.68,0.52,0.78,0.33,0.92
mobicents.csv,0.39,0.42,0.39,0.49,0.51,0.42,0.45,0.38,0.62,0.47,0.35,0.68
opendvr.csv,0.37,0.41,0.45,0.45,0.44,0.35,0.38,0.34,0.32,0.67,0.3,0.53
openefm.csv,0.42,0.53,0.49,0.48,0.9,0.79,0.42,0.5,0.75,0.46,0.34,0.42
sidekar.csv,0.0,0.64,0.0,0.0,0.5,0.0,0.0,0.0,0.36,0.44,0.0,0.0
