,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.71,0.15,0.61,0.05,0.49,0.31,0.03,0.25,0.44,0.54,0.3,0.1,0.57,0.18,0.15,0.43,1.0,0.04
ildjit.csv,0.33,0.0,0.0,0.0,0.36,0.45,0.12,1.0,0.56,0.29,0.12,0.18,0.0,0.05,0.18,0.42,1.0,0.07
konversation.csv,0.44,1.0,0.71,0.03,0.62,0.3,0.0,0.16,0.8,0.5,0.32,0.64,0.86,0.0,0.12,0.67,1.0,0.0
ltp.csv,0.99,0.12,0.71,0.0,0.8,0.0,0.0,0.0,0.71,0.67,0.7,0.05,0.89,0.6,0.0,0.5,0.73,0.0
mcmc-jags.csv,0.67,0.4,0.71,0.07,0.4,1.0,0.07,0.17,0.52,0.44,0.51,0.11,0.72,0.44,0.1,0.6,0.84,0.02
micomt.csv,0.0,0.14,0.8,0.0,0.38,1.0,0.0,0.3,0.41,0.0,0.64,0.07,1.0,1.0,0.0,0.5,0.54,0.02
migen.csv,0.68,0.29,0.71,0.07,0.97,0.46,0.0,0.09,0.43,0.5,0.48,0.18,0.55,0.33,0.18,0.5,0.95,0.02
moviesandbox.csv,0.67,0.39,0.98,0.06,0.63,0.35,0.0,0.17,0.8,0.36,0.62,0.12,0.82,0.33,0.12,0.52,0.79,0.08
nebuladevice.csv,0.0,0.09,1.0,0.0,0.5,0.0,0.17,0.0,0.22,0.45,0.17,0.0,0.0,0.2,1.0,0.45,0.0,0.25
opengs.csv,0.72,0.15,0.8,0.1,0.62,0.67,0.12,0.14,1.0,0.67,0.41,0.32,0.85,0.27,0.16,0.59,1.0,0.03
openxava.csv,0.59,0.1,0.58,0.05,0.53,0.5,0.0,0.29,0.41,0.5,0.21,1.0,0.59,0.0,0.19,0.38,0.8,0.08
passwordsafe.csv,0.7,0.27,0.67,0.06,0.47,0.25,0.05,0.2,0.51,0.49,0.55,0.16,0.61,0.23,0.23,0.97,0.8,0.03
phonon-vlc-mplayer.csv,0.74,0.44,0.72,0.06,0.55,0.4,0.1,0.15,0.5,0.8,1.0,0.13,0.75,0.62,0.2,0.45,0.84,0.03
sepgsql.csv,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.32,0.0,0.0
tcl.csv,0.62,0.0,0.33,0.03,0.27,0.0,0.0,0.32,0.51,1.0,0.12,0.0,0.25,0.33,0.3,0.27,0.71,0.0
unflobtactical.csv,0.74,0.22,0.71,0.12,0.49,0.71,0.07,0.21,0.4,0.33,0.39,0.14,1.0,0.38,0.05,0.49,0.73,0.04
