,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
exl.csv,0.92,0.68,0.69,0.74,0.72,0.64,0.67,0.88,0.81,0.65,0.5,0.98,0.77,0.86,0.85,0.62,0.0,0.7
ildjit.csv,0.06,0.06,0.03,0.04,0.16,0.14,0.13,0.0,0.05,0.25,0.23,0.11,0.04,0.34,0.13,0.07,0.0,0.12
konversation.csv,0.1,0.0,0.23,0.13,0.07,0.17,0.02,0.16,0.01,0.18,0.27,0.03,0.04,0.02,0.1,0.04,0.0,0.09
ltp.csv,0.01,0.08,0.06,0.12,0.02,0.0,0.12,0.02,0.03,0.02,0.02,0.14,0.04,0.03,0.04,0.03,0.23,0.06
mcmc-jags.csv,0.38,0.13,0.29,0.28,0.35,0.0,0.25,0.55,0.27,0.25,0.22,0.95,0.35,0.15,0.39,0.19,0.54,0.41
micomt.csv,0.0,0.07,0.03,0.0,0.35,0.0,0.06,0.07,0.34,0.08,0.06,0.43,0.0,0.0,0.01,0.07,0.46,0.39
migen.csv,0.28,0.28,0.14,0.33,0.02,0.17,0.27,0.43,0.4,0.22,0.21,0.3,0.19,0.2,0.32,0.18,0.08,0.45
moviesandbox.csv,0.39,0.12,0.03,0.82,0.16,0.26,0.12,0.76,0.05,0.18,0.11,0.55,0.12,0.17,0.21,0.12,0.54,0.22
nebuladevice.csv,0.0,0.11,0.0,0.0,0.07,0.0,0.1,0.0,0.09,0.28,0.03,0.0,0.04,0.07,0.0,0.06,0.08,0.03
opengs.csv,0.13,0.19,0.14,0.1,0.23,0.02,0.13,0.26,0.0,0.05,0.09,0.16,0.08,0.14,0.23,0.07,0.0,0.27
openxava.csv,0.33,0.29,0.23,0.33,0.19,0.05,0.12,0.26,0.22,0.02,0.12,0.0,0.27,0.34,0.3,0.13,0.23,0.11
passwordsafe.csv,0.88,0.27,0.4,0.67,0.58,0.14,0.37,0.8,0.49,0.75,0.15,0.39,0.46,0.29,0.34,0.02,0.54,0.62
phonon-vlc-mplayer.csv,0.6,0.11,0.29,0.32,0.44,0.07,0.17,0.58,0.44,0.02,0.0,0.58,0.23,0.05,0.11,0.18,0.31,0.62
sepgsql.csv,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.17,0.0,0.0
tcl.csv,0.17,0.18,0.17,0.32,0.19,0.14,0.13,0.35,0.22,0.0,0.19,0.02,0.23,0.14,0.2,0.34,0.15,0.19
unflobtactical.csv,0.17,0.31,0.31,0.05,0.42,0.05,0.25,0.2,0.31,0.05,0.3,0.61,0.0,0.22,0.3,0.22,0.92,0.45
