,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
exl.csv,0.33,0.42,0.38,0.37,0.34,0.49,0.44,0.4,0.36,0.3,0.52,0.49,0.37,0.39,0.32,0.41,0.42,0.41
ildjit.csv,0.92,0.8,0.0,0.95,0.91,0.82,0.88,0.9,0.89,0.93,0.84,0.94,0.0,0.86,0.91,0.92,0.5,0.93
konversation.csv,0.96,0.92,0.64,0.99,0.88,0.9,0.0,0.95,0.8,0.93,0.99,0.91,0.86,0.0,0.88,0.92,0.43,0.9
ltp.csv,0.45,0.88,0.86,0.99,0.8,0.0,0.83,0.5,0.86,0.67,0.9,0.95,0.89,0.8,0.67,0.83,0.91,0.83
mcmc-jags.csv,0.65,0.65,0.37,0.77,0.76,0.79,0.64,0.56,0.61,0.89,0.71,0.5,0.44,0.94,0.61,0.6,0.43,0.54
micomt.csv,0.0,0.86,0.8,0.0,0.96,0.67,0.67,0.9,0.89,0.67,0.97,0.98,0.0,0.92,0.0,0.93,0.92,0.91
migen.csv,0.81,0.69,0.88,0.91,0.51,0.92,0.86,0.78,0.54,0.94,0.83,0.84,0.91,0.94,0.57,0.86,0.42,0.56
moviesandbox.csv,0.71,0.72,0.48,0.49,0.58,0.71,0.83,0.52,0.9,0.91,0.88,0.8,0.53,0.93,0.82,0.96,0.52,0.77
nebuladevice.csv,0.0,0.91,0.5,0.0,0.83,0.0,0.83,0.0,0.89,0.95,0.83,0.0,0.0,0.8,0.93,0.91,0.0,0.75
opengs.csv,0.99,0.8,0.48,0.98,0.54,0.67,0.88,0.66,0.62,0.83,0.96,0.65,0.62,0.91,0.74,0.94,0.5,0.63
openxava.csv,0.85,0.97,0.84,0.73,0.76,0.75,0.83,0.69,0.79,0.5,0.96,0.94,0.76,0.9,0.73,0.95,0.67,0.92
passwordsafe.csv,0.34,0.45,0.38,0.39,0.43,0.88,0.55,0.42,0.47,0.42,0.78,0.56,0.39,0.68,0.55,0.6,0.51,0.43
phonon-vlc-mplayer.csv,0.44,0.67,0.39,0.88,0.6,0.8,0.8,0.64,0.63,0.8,0.93,0.8,0.46,0.88,0.9,0.97,0.48,0.61
sepgsql.csv,0.75,0.0,0.0,0.96,0.5,0.0,0.0,0.91,0.0,0.0,0.83,0.75,0.0,0.0,0.0,0.96,0.0,0.0
tcl.csv,0.98,0.94,0.89,0.78,0.91,0.83,0.86,0.74,0.83,0.54,0.98,0.5,0.88,0.92,0.9,0.81,0.86,0.95
unflobtactical.csv,0.95,0.5,0.39,0.97,0.51,0.86,0.64,0.79,0.72,0.67,0.76,0.42,0.47,0.81,0.77,0.88,0.51,0.67
