,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.45,0.65,0.67,0.48,0.49,0.27,0.74,0.51,0.4,0.35,0.6,0.57,0.21,0.2,0.0,0.51,0.0,0.71,0.5,0.27
doomlegacy.csv,0.74,0.23,0.05,0.64,0.72,0.7,0.0,0.42,0.63,0.0,0.69,0.13,0.7,0.42,0.6,0.71,0.64,0.0,0.63,0.32
elmo.csv,0.6,0.61,0.55,0.5,0.63,0.51,0.66,0.6,0.52,0.6,0.48,0.74,0.59,0.64,0.45,0.61,0.54,0.76,0.59,0.6
enzo.csv,0.33,0.0,0.4,0.0,0.48,0.58,0.58,0.46,0.57,0.67,0.46,0.41,0.59,0.13,0.84,0.3,0.64,0.0,0.43,0.6
gpac.csv,0.57,0.0,0.66,0.46,0.39,0.6,0.2,0.71,0.33,0.49,0.38,0.44,0.53,0.58,0.1,0.45,0.32,0.17,0.56,0.49
img-browse-sort.csv,0.69,0.23,0.62,0.57,0.68,0.62,0.61,0.69,0.57,0.59,0.68,0.82,0.71,0.71,0.25,0.26,0.17,0.31,0.56,0.45
ktc.csv,0.76,0.44,0.7,0.3,0.61,0.44,0.58,0.53,0.52,0.62,0.31,0.64,0.59,0.64,0.45,0.58,0.59,0.68,0.58,0.46
neoengine.csv,0.57,0.24,0.68,0.63,0.6,0.67,0.63,0.24,0.7,0.6,0.26,0.73,0.6,0.73,0.41,0.59,0.17,0.73,0.63,0.64
nicepress.csv,0.63,0.68,0.47,0.5,0.7,0.76,0.71,0.32,0.35,0.45,0.58,0.6,0.61,0.59,0.68,0.36,0.68,0.63,0.64,0.46
open-ms.csv,0.76,0.43,0.66,0.45,0.66,0.48,0.51,0.42,0.47,0.4,0.45,0.69,0.58,0.65,0.25,0.67,0.57,0.75,0.62,0.43
pcsx2.csv,0.65,0.52,0.63,0.52,0.54,0.6,0.61,0.58,0.64,0.46,0.46,0.64,0.71,0.69,0.55,0.36,0.0,0.31,0.24,0.54
pi-qmc.csv,0.47,0.0,0.68,0.65,0.52,0.58,0.58,0.0,0.17,0.49,0.41,0.52,0.58,0.42,0.56,0.58,0.63,0.82,0.59,0.59
rosegarden.csv,0.77,0.56,0.48,0.4,0.69,0.67,0.56,0.63,0.34,0.47,0.32,0.7,0.68,0.78,0.64,0.67,0.68,0.56,0.55,0.52
salasaga.csv,0.58,0.24,0.59,0.45,0.54,0.42,0.72,0.59,0.59,0.53,0.71,0.45,0.63,0.47,0.28,0.47,0.76,0.46,0.55,0.59
sigil.csv,0.77,0.43,0.6,0.66,0.68,0.62,0.58,0.55,0.34,0.43,0.6,0.84,0.6,0.74,0.56,0.67,0.37,0.5,0.61,0.51
skia.csv,0.68,0.64,0.61,0.26,0.61,0.57,0.46,0.34,0.33,0.0,0.29,0.56,0.3,0.58,0.62,0.61,0.57,0.69,0.64,0.55
smarttag.csv,0.75,0.59,0.6,0.57,0.64,0.61,0.57,0.6,0.61,0.53,0.61,0.6,0.6,0.58,0.72,0.65,0.71,0.68,0.63,0.55
sylpheed-claws.csv,0.3,0.0,0.3,0.0,0.21,0.0,0.42,0.66,0.69,0.3,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.05,0.09
xemeiah.csv,0.62,0.24,0.63,0.38,0.61,0.65,0.5,0.7,0.58,0.58,0.77,0.68,0.66,0.61,0.42,0.38,0.7,0.69,0.57,0.59
zscreen.csv,0.75,0.24,0.68,0.74,0.68,0.66,0.61,0.19,0.2,0.52,0.68,0.74,0.62,0.44,0.0,0.55,0.17,0.37,0.6,0.58
