,f1,g,recall,precision,pf,wins
decidr.csv,0.5449999999999999,0.485,0.86,0.42500000000000004,0.79,3
doomlegacy.csv,0.575,0.615,0.815,0.48,0.54,14
elmo.csv,0.55,0.6,0.605,0.475,0.445,8
enzo.csv,0.555,0.46,0.89,0.405,0.83,2
gpac.csv,0.49,0.455,0.785,0.43,0.735,1
img-browse-sort.csv,0.5700000000000001,0.6,0.61,0.585,0.32,19
ktc.csv,0.55,0.58,0.555,0.615,0.265,18
neoengine.csv,0.55,0.615,0.725,0.565,0.56,10
nicepress.csv,0.56,0.605,0.76,0.52,0.5449999999999999,11
open-ms.csv,0.485,0.54,0.535,0.52,0.32,7
pcsx2.csv,0.48,0.545,0.71,0.505,0.5800000000000001,4
pi-qmc.csv,0.55,0.5700000000000001,0.64,0.47,0.515,5
rosegarden.csv,0.56,0.595,0.675,0.5700000000000001,0.405,16
salasaga.csv,0.52,0.545,0.5700000000000001,0.54,0.445,6
sigil.csv,0.5700000000000001,0.6,0.66,0.565,0.375,17
skia.csv,0.44999999999999996,0.57,0.56,0.55,0.275,9
smarttag.csv,0.6,0.605,0.615,0.575,0.405,15
sylpheed-claws.csv,0.5700000000000001,0.025,0.975,0.405,0.995,0
xemeiah.csv,0.54,0.61,0.72,0.525,0.485,13
zscreen.csv,0.52,0.59,0.7,0.545,0.45499999999999996,12
