,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.41,0.16,0.57,0.69,0.35,0.51,0.77,0.69,0.67,0.42,0.64,0.68,0.79,0.37,0.88,0.66,0.26,0.52,0.3,0.48
doomlegacy.csv,0.65,0.09,0.55,0.7,0.52,0.6,0.72,0.48,0.63,0.42,0.65,0.74,0.76,0.41,0.7,0.79,0.36,0.44,0.36,0.47
elmo.csv,0.55,0.19,0.57,0.56,0.46,0.43,0.68,0.62,0.55,0.42,0.46,0.76,0.65,0.43,0.57,0.71,0.37,0.56,0.34,0.49
enzo.csv,0.59,0.13,0.55,0.72,0.45,0.48,0.74,0.64,0.62,0.47,0.56,0.67,0.74,0.41,0.9,0.84,0.29,0.44,0.34,0.55
gpac.csv,0.5,0.13,0.56,0.77,0.28,0.48,0.68,0.73,0.66,0.41,0.57,0.74,0.64,0.42,0.14,0.61,0.26,0.45,0.31,0.4
img-browse-sort.csv,0.64,0.07,0.59,0.66,0.55,0.53,0.63,0.69,0.59,0.44,0.64,0.83,0.76,0.62,0.34,0.36,0.26,0.34,0.39,0.38
ktc.csv,0.72,0.15,0.64,0.4,0.56,0.45,0.62,0.55,0.55,0.44,0.38,0.7,0.66,0.46,0.57,0.67,0.34,0.67,0.37,0.42
neoengine.csv,0.56,0.14,0.62,0.68,0.48,0.54,0.69,0.72,0.69,0.42,0.33,0.77,0.8,0.5,0.52,0.73,0.26,0.59,0.36,0.51
nicepress.csv,0.58,0.18,0.56,0.56,0.55,0.69,0.72,0.67,0.66,0.32,0.61,0.7,0.73,0.39,0.77,0.46,0.32,0.45,0.37,0.42
open-ms.csv,0.67,0.12,0.61,0.52,0.56,0.46,0.54,0.46,0.51,0.37,0.45,0.74,0.65,0.45,0.34,0.8,0.37,0.59,0.41,0.41
pcsx2.csv,0.59,0.15,0.62,0.77,0.46,0.49,0.67,0.62,0.62,0.35,0.47,0.68,0.76,0.47,0.91,0.46,0.26,0.26,0.34,0.43
pi-qmc.csv,0.44,0.13,0.58,0.71,0.43,0.49,0.62,0.66,0.65,0.33,0.43,0.6,0.73,0.41,0.66,0.71,0.4,0.72,0.34,0.52
rosegarden.csv,0.68,0.13,0.57,0.48,0.62,0.59,0.63,0.67,0.41,0.38,0.4,0.75,0.74,0.55,0.74,0.8,0.33,0.4,0.35,0.43
salasaga.csv,0.55,0.13,0.52,0.54,0.41,0.49,0.73,0.69,0.69,0.42,0.68,0.56,0.71,0.32,0.38,0.56,0.42,0.47,0.37,0.52
sigil.csv,0.68,0.12,0.6,0.71,0.5,0.51,0.64,0.6,0.41,0.45,0.62,0.85,0.67,0.54,0.66,0.75,0.33,0.53,0.36,0.41
skia.csv,0.61,0.33,0.53,0.32,0.53,0.55,0.49,0.41,0.4,0.0,0.37,0.59,0.38,0.38,0.72,0.71,0.34,0.51,0.37,0.49
smarttag.csv,0.66,0.15,0.57,0.63,0.5,0.59,0.61,0.63,0.61,0.44,0.59,0.68,0.66,0.38,0.8,0.75,0.36,0.65,0.36,0.44
sylpheed-claws.csv,0.59,0.13,0.55,0.75,0.44,0.51,0.71,0.67,0.68,0.41,0.63,0.74,0.79,0.39,0.89,0.85,0.26,0.42,0.34,0.49
xemeiah.csv,0.59,0.13,0.56,0.48,0.49,0.53,0.72,0.73,0.67,0.46,0.75,0.72,0.73,0.45,0.55,0.48,0.34,0.59,0.36,0.48
zscreen.csv,0.66,0.18,0.61,0.79,0.51,0.53,0.66,0.25,0.28,0.4,0.65,0.76,0.69,0.34,0.89,0.66,0.26,0.41,0.34,0.46
