,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.41,0.57,0.54,0.58,0.32,0.53,0.99,0.72,0.71
graphmak.csv,0.39,0.33,1.0,0.16,0.22,0.33,0.21,0.46,0.25
guineu.csv,0.98,0.2,0.47,0.39,0.19,0.48,0.23,0.55,0.42
jhotdraw.csv,0.19,0.36,0.0,0.11,0.93,0.2,0.13,0.0,0.13
ofbiz.csv,0.28,0.55,0.47,0.52,0.33,0.6,0.37,0.4,0.99
pdfedit.csv,0.4,0.37,0.41,0.99,0.28,0.56,0.66,0.36,0.57
pokeglobal.csv,0.44,1.0,0.53,0.65,0.3,0.68,0.85,0.65,0.71
red5.csv,0.56,0.72,0.53,0.59,0.34,0.99,0.53,0.63,0.52
twostep.csv,0.49,0.69,0.52,0.54,0.35,0.56,0.76,0.96,0.58
