,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,6.0,0.0,3.0,0.0,9.0,0.0,0.0,2.0,0.0
graphmak.csv,1.0,0.0,0.0,3.0,15.0,1.0,1.0,0.0,3.0
guineu.csv,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0
jhotdraw.csv,0.0,3.0,70.0,5.0,0.0,0.0,1.0,70.0,0.0
ofbiz.csv,0.0,0.0,2.0,10.0,2.0,1.0,0.0,10.0,0.0
pdfedit.csv,0.0,0.0,2.0,0.0,0.0,1.0,0.0,13.0,4.0
pokeglobal.csv,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
red5.csv,4.0,3.0,5.0,6.0,4.0,0.0,0.0,0.0,8.0
twostep.csv,13.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0
