,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.48,0.41,0.46,0.58,0.39,0.45,0.0,0.18,0.38
graphmak.csv,0.19,0.0,0.0,0.09,0.13,0.1,0.09,0.09,0.12
guineu.csv,0.0,0.1,0.17,0.14,0.19,0.17,0.12,0.07,0.09
jhotdraw.csv,0.05,0.45,0.04,0.19,0.0,0.1,0.03,0.02,0.01
ofbiz.csv,0.09,0.48,0.24,0.67,0.27,0.28,0.18,0.49,0.01
pdfedit.csv,0.67,0.1,0.48,0.0,0.45,0.55,0.55,0.62,0.36
pokeglobal.csv,0.88,0.0,0.65,0.53,0.87,0.86,0.7,0.44,0.64
red5.csv,0.45,0.72,0.74,0.51,0.48,0.0,0.61,0.49,0.57
twostep.csv,0.52,0.34,0.57,0.44,0.44,0.31,0.42,0.0,0.51
