,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.33,0.64,0.45,0.53,0.23,0.61,1.0,0.7,0.78
graphmak.csv,0.45,1.0,1.0,0.5,0.24,0.75,0.82,0.69,0.72
guineu.csv,1.0,0.62,0.56,0.67,0.18,0.75,0.8,0.79,0.86
jhotdraw.csv,0.5,0.48,0.0,0.27,1.0,0.62,0.89,0.0,0.93
ofbiz.csv,0.5,0.6,0.5,0.46,0.26,0.73,0.82,0.35,1.0
pdfedit.csv,0.29,0.77,0.35,1.0,0.2,0.59,0.79,0.3,0.73
pokeglobal.csv,0.3,1.0,0.4,0.58,0.18,0.58,0.82,0.52,0.7
red5.csv,0.43,0.62,0.38,0.55,0.23,1.0,0.71,0.5,0.62
twostep.csv,0.38,0.73,0.41,0.55,0.24,0.69,0.85,1.0,0.68
