,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.54,0.52,0.65,0.59,0.54,0.48,0.98,0.75,0.64
graphmak.csv,0.39,0.24,1.0,0.11,0.23,0.25,0.15,0.4,0.18
guineu.csv,0.97,0.15,0.45,0.32,0.22,0.4,0.17,0.47,0.31
jhotdraw.csv,0.15,0.32,0.0,0.09,0.89,0.15,0.09,0.0,0.09
ofbiz.csv,0.23,0.51,0.48,0.5,0.48,0.54,0.28,0.47,0.99
pdfedit.csv,0.53,0.28,0.49,0.98,0.51,0.51,0.54,0.44,0.5
pokeglobal.csv,0.38,1.0,0.64,0.66,0.4,0.41,0.63,0.77,0.6
red5.csv,0.71,0.6,0.58,0.6,0.62,0.98,0.41,0.75,0.45
twostep.csv,0.63,0.66,0.63,0.54,0.61,0.5,0.66,0.93,0.51
