,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.39,0.41,0.46,0.49,0.41,0.52,0.53,0.45,0.42,0.42,0.34,0.56,0.34,0.31,0.31,0.3,0.39,0.4
cornerstone.csv,0.48,0.85,0.98,0.72,0.58,0.62,0.88,0.86,0.83,0.0,0.45,0.47,0.62,0.52,0.89,0.3,0.51,0.47
emeraldemu.csv,0.47,0.59,0.47,0.49,0.54,0.75,0.67,0.54,0.74,0.52,0.44,0.5,0.71,0.0,0.51,0.0,0.46,0.0
grafx2.csv,0.45,0.44,0.47,0.59,0.56,0.6,0.54,0.48,0.48,0.48,0.37,0.47,0.42,0.35,0.35,0.37,0.41,0.5
jahshakafx.csv,0.35,0.45,0.41,0.4,0.41,0.65,0.5,0.42,0.53,0.48,0.38,0.75,0.42,0.42,0.36,0.3,0.38,0.38
kindb.csv,0.34,0.51,0.43,0.46,0.41,0.49,0.36,0.42,0.37,0.43,0.42,0.5,0.36,0.62,0.43,0.3,0.38,0.0
maya-work-in-progress.csv,0.44,0.44,0.4,0.52,0.44,0.44,0.3,0.36,0.38,0.47,0.32,0.35,0.32,0.35,0.36,0.29,0.34,0.37
netatalk.csv,0.39,0.45,0.5,0.54,0.5,0.43,0.36,0.39,0.38,0.48,0.39,0.45,0.35,0.31,0.39,0.3,0.39,0.33
novembre.csv,0.49,0.48,0.99,0.81,0.78,0.62,0.56,0.49,0.4,0.58,0.49,0.49,0.91,0.44,0.54,0.5,0.46,0.43
ns-3.csv,0.44,0.43,0.77,0.85,0.48,0.46,0.34,0.5,0.44,0.59,0.49,0.41,0.37,0.59,0.43,0.46,0.38,0.44
nullc.csv,0.43,0.53,0.4,0.56,0.5,0.56,0.47,0.49,0.57,0.86,0.47,0.71,0.42,0.46,0.48,0.44,0.4,0.75
open-beos.csv,0.38,0.39,0.53,0.53,0.46,0.52,0.39,0.37,0.49,0.67,0.52,0.4,0.4,0.49,0.36,0.44,0.36,0.4
planeshift.csv,0.49,0.47,0.4,0.54,0.5,0.5,0.41,0.42,0.41,0.5,0.41,0.37,0.38,0.33,0.43,0.33,0.36,0.37
plee-the-bear.csv,0.35,0.54,0.51,0.91,0.42,0.42,0.34,0.36,0.39,0.46,0.33,0.36,0.36,0.51,0.41,0.45,0.38,0.35
reaper-ecad.csv,0.54,1.0,0.98,0.57,0.5,0.88,0.5,0.84,0.96,0.0,0.93,0.0,0.69,0.0,0.74,0.83,0.52,0.5
sbml.csv,0.39,0.4,0.45,0.48,0.4,0.42,0.33,0.34,0.43,0.47,0.42,0.35,0.33,0.44,0.4,0.4,0.35,0.38
unimrcp.csv,0.37,0.45,0.5,0.56,0.43,0.47,0.33,0.48,0.51,0.49,0.31,0.38,0.37,0.37,0.42,0.32,0.37,0.41
unladen-swallow.csv,0.78,0.56,0.66,0.88,0.78,0.55,0.37,0.53,0.52,0.61,0.68,0.39,0.5,0.42,0.84,0.44,0.41,0.38
