,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.76,0.69,0.65,0.69,0.45,0.41,0.62,0.71,0.54,0.74,0.55,0.48,0.65,0.73,0.71,0.76,0.68,0.72
cornerstone.csv,0.55,0.35,0.47,0.51,0.26,0.31,0.09,0.31,0.04,0.04,0.72,0.6,0.36,0.48,0.15,0.66,0.51,0.53
emeraldemu.csv,0.74,0.51,0.69,0.7,0.28,0.24,0.45,0.71,0.4,0.66,0.56,0.09,0.3,0.0,0.55,0.04,0.56,0.09
grafx2.csv,0.74,0.72,0.68,0.77,0.36,0.45,0.6,0.71,0.54,0.7,0.6,0.62,0.59,0.72,0.6,0.79,0.64,0.65
jahshakafx.csv,0.77,0.65,0.73,0.7,0.37,0.27,0.51,0.74,0.47,0.52,0.62,0.13,0.54,0.52,0.65,0.66,0.66,0.69
kindb.csv,0.82,0.57,0.78,0.74,0.42,0.41,0.65,0.74,0.63,0.71,0.51,0.05,0.65,0.33,0.59,0.83,0.68,0.09
maya-work-in-progress.csv,0.66,0.73,0.76,0.65,0.63,0.54,0.58,0.7,0.56,0.87,0.38,0.77,0.67,0.8,0.69,0.74,0.67,0.75
netatalk.csv,0.82,0.66,0.68,0.05,0.47,0.53,0.67,0.7,0.61,0.69,0.45,0.61,0.66,0.68,0.74,0.75,0.64,0.71
novembre.csv,0.65,0.68,0.21,0.41,0.22,0.44,0.63,0.53,0.42,0.54,0.51,0.68,0.26,0.54,0.41,0.68,0.61,0.76
ns-3.csv,0.64,0.68,0.39,0.1,0.48,0.65,0.41,0.42,0.57,0.55,0.55,0.21,0.53,0.13,0.3,0.0,0.5,0.47
nullc.csv,0.69,0.45,0.05,0.69,0.83,0.46,0.68,0.65,0.55,0.19,0.6,0.42,0.64,0.61,0.65,0.69,0.64,0.33
open-beos.csv,0.83,0.76,0.7,0.73,0.52,0.46,0.65,0.69,0.66,0.49,0.43,0.21,0.58,0.56,0.74,0.0,0.72,0.43
planeshift.csv,0.0,0.21,0.61,0.3,0.48,0.54,0.54,0.69,0.62,0.71,0.57,0.67,0.71,0.73,0.68,0.77,0.3,0.61
plee-the-bear.csv,0.81,0.5,0.78,0.1,0.52,0.59,0.58,0.51,0.63,0.7,0.55,0.67,0.6,0.6,0.54,0.63,0.62,0.6
reaper-ecad.csv,0.56,0.29,0.47,0.75,0.28,0.06,0.16,0.44,0.22,0.04,0.26,0.0,0.35,0.0,0.35,0.22,0.5,0.17
sbml.csv,0.67,0.75,0.68,0.73,0.43,0.55,0.41,0.55,0.65,0.51,0.69,0.65,0.64,0.71,0.71,0.66,0.69,0.56
unimrcp.csv,0.8,0.7,0.64,0.8,0.45,0.46,0.6,0.68,0.54,0.75,0.41,0.77,0.64,0.61,0.64,0.75,0.69,0.67
unladen-swallow.csv,0.31,0.49,0.49,0.05,0.19,0.35,0.53,0.45,0.43,0.46,0.38,0.69,0.42,0.49,0.24,0.45,0.61,0.69
