,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,193.5,99.0,198.0,1654.0,97.5,98.5,97.5,1515.0,393.5,96.5,96.5,261.5,98.5,97.5,98.5,97.5,99.0,281.5
cornerstone.csv,166.0,687.0,193.0,528.0,97.5,99.0,92.5,188.0,78.5,81.5,98.5,328.0,98.5,97.5,91.5,89.5,99.0,188.0
emeraldemu.csv,2346.5,198.0,198.0,5813.5,97.5,98.5,94.5,662.0,189.0,96.5,99.0,39.5,97.5,0.0,95.5,10.5,99.0,59.5
grafx2.csv,2445.5,99.0,198.0,4328.0,97.5,99.0,97.5,2313.5,1074.0,96.5,96.5,1145.5,97.5,97.5,98.5,97.5,98.5,278.5
jahshakafx.csv,193.5,198.0,198.0,2715.5,91.5,98.5,94.5,2216.5,663.5,96.5,96.5,62.5,98.5,97.5,98.5,89.5,99.0,278.5
kindb.csv,194.5,198.0,99.0,3157.0,91.5,99.0,97.5,1637.0,394.0,96.5,99.0,62.5,99.0,97.5,98.5,97.5,99.0,59.5
maya-work-in-progress.csv,2445.5,297.0,198.0,1545.0,97.5,99.0,97.5,1136.0,492.0,96.5,99.0,383.5,99.0,97.5,98.5,97.5,99.0,380.5
netatalk.csv,293.5,297.0,198.0,9907.0,97.5,99.0,97.5,1434.0,295.5,96.5,99.0,190.0,99.0,97.5,98.5,97.5,99.0,281.5
novembre.csv,95.5,198.0,259.5,4550.5,94.5,99.0,94.5,654.5,789.0,96.5,96.5,683.5,98.5,97.5,98.5,97.5,99.0,281.5
ns-3.csv,877.5,99.0,390.0,1360.0,94.5,99.0,97.5,2308.5,492.5,96.5,98.5,1069.5,99.0,97.5,98.5,97.5,99.0,281.5
nullc.csv,335.0,297.0,198.0,5722.5,97.5,99.0,94.5,468.5,97.5,96.5,99.0,599.5,99.0,97.5,98.5,97.5,99.0,174.5
open-beos.csv,95.5,297.0,198.0,3782.5,97.5,98.5,97.5,952.0,381.0,96.5,186.0,1168.5,98.5,97.5,95.5,97.5,99.0,380.5
planeshift.csv,4400.5,297.0,198.0,9090.5,97.5,99.0,97.5,1833.0,393.5,96.5,99.0,679.0,99.0,97.5,98.5,97.5,99.0,380.5
plee-the-bear.csv,194.5,99.0,99.0,484.0,97.5,98.5,97.5,2683.0,393.0,96.5,97.5,189.0,99.0,97.5,98.5,97.5,99.0,281.5
reaper-ecad.csv,166.0,492.0,99.0,1585.5,97.5,98.5,89.5,275.5,92.5,96.5,66.5,32.5,97.5,0.0,90.5,52.5,97.5,59.5
sbml.csv,256.5,99.0,198.0,5305.0,97.5,99.0,97.5,2792.0,97.5,96.5,98.5,577.5,196.0,97.5,97.5,97.5,99.0,281.5
unimrcp.csv,293.5,99.0,198.0,3486.5,97.5,99.0,97.5,917.0,386.0,96.5,98.5,93.5,196.0,97.5,97.5,97.5,99.0,88.5
unladen-swallow.csv,92.5,99.0,292.5,255.0,91.5,288.5,97.5,1344.5,97.5,96.5,186.0,93.5,192.0,97.5,97.5,183.0,99.0,281.5
