,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.63,0.65,0.57,0.73,0.92,0.92,0.98,0.49,0.86,0.69,0.88
crisscross.csv,0.49,0.42,0.46,0.45,0.38,0.47,0.49,0.75,0.36,0.56,0.34
cubefs.csv,0.53,0.42,0.44,0.54,0.45,0.47,0.45,0.48,0.39,0.56,0.39
gisgraphy.csv,0.99,0.0,0.83,0.99,0.0,0.75,0.9,0.43,0.83,0.5,0.68
iaml.csv,0.94,0.88,0.69,0.95,0.71,0.56,0.61,0.91,0.5,0.66,0.37
ivataopenportal.csv,0.46,0.42,0.47,0.4,0.35,0.54,0.41,0.41,0.36,0.56,0.3
mb-unit.csv,0.58,0.9,0.73,0.45,0.42,0.4,0.45,0.9,0.34,0.56,0.34
mvdsv.csv,0.92,0.65,0.0,0.98,0.89,0.5,0.92,0.86,0.86,0.5,0.86
nova.csv,0.65,0.48,0.73,0.48,0.47,0.63,0.55,0.55,0.59,0.62,0.47
openwbem.csv,0.46,0.75,0.65,0.61,0.44,0.55,0.69,0.44,0.52,0.52,0.42
xcmetadataservicestoolkit.csv,0.89,0.81,0.46,0.65,0.36,0.47,0.44,0.94,0.41,0.62,0.39
