,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.38,0.4,0.3,0.36,0.0,0.1,0.43,0.58,0.33,0.79,0.47
crisscross.csv,0.51,0.37,0.57,0.84,0.16,0.57,0.54,0.1,0.74,0.42,0.51
cubefs.csv,0.47,0.37,0.3,0.6,0.07,0.57,0.66,0.75,0.71,0.42,0.22
gisgraphy.csv,0.23,0.0,0.0,0.23,0.0,0.03,0.09,0.65,0.17,0.0,0.68
iaml.csv,0.25,0.1,0.29,0.32,0.52,0.45,0.71,0.18,0.57,0.33,0.47
ivataopenportal.csv,0.53,0.37,0.34,0.85,0.17,0.74,0.64,0.81,0.76,0.42,0.47
mb-unit.csv,0.52,0.26,0.31,0.8,0.21,0.67,0.49,0.23,0.79,0.39,0.38
mvdsv.csv,0.05,0.2,0.0,0.12,0.8,0.02,0.09,0.12,0.3,0.0,0.41
nova.csv,0.42,0.67,0.25,0.58,0.14,0.37,0.53,0.47,0.46,0.39,0.38
openwbem.csv,0.57,0.24,0.35,0.6,0.26,0.56,0.42,0.73,0.63,0.38,0.38
xcmetadataservicestoolkit.csv,0.31,0.07,0.28,0.61,0.2,0.63,0.7,0.3,0.81,0.34,0.21
