,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv
jparsec.csv,0.68,0.4,0.69,0.44,0.53
minig.csv,0.36,0.46,0.45,0.42,0.8
ossbuild.csv,0.83,0.55,0.57,0.99,0.79
rezilla.csv,0.5,0.46,0.79,0.43,0.92
webdriver.csv,0.79,0.47,0.47,0.8,0.48
