,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.49,0.86,0.35,0.67,0.46
chaperon.csv,0.8,0.93,0.68,0.89,0.71
mule.csv,0.42,0.94,0.64,0.83,0.43
springside.csv,0.38,0.44,0.41,0.38,0.42
swtfox.csv,0.41,0.5,0.8,0.49,0.69
