,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.26,0.04,0.83,0.25,0.0
chaperon.csv,0.28,0.17,0.42,0.1,0.75
mule.csv,0.43,0.07,0.28,0.08,0.75
springside.csv,0.4,0.32,0.57,0.54,0.0
swtfox.csv,0.93,0.94,0.23,0.85,1.0
