,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.41,0.11,0.37,0.58,0.07,1.0,0.0,0.46,0.37,0.26,0.6,0.25,0.31,0.24,0.6,0.33,0.2,0.34,0.3
elvishrayrenderer.csv,0.52,0.77,0.88,0.54,0.29,0.46,0.77,0.54,0.48,0.2,0.85,0.54,0.56,0.47,0.79,0.67,0.38,0.33,1.0
graphmak.csv,0.17,0.17,0.0,0.94,0.11,0.14,0.05,0.38,0.29,0.24,0.22,0.11,0.23,0.33,0.44,0.34,0.17,0.17,0.36
jmol.csv,0.47,0.76,0.74,0.51,0.37,0.56,0.68,0.71,0.48,0.21,1.0,0.54,0.57,0.22,0.74,0.55,0.33,0.32,0.73
mesa3d.csv,0.18,0.2,0.37,0.26,0.25,0.09,0.24,0.19,0.17,0.2,0.45,0.28,0.52,0.42,0.39,0.38,0.91,0.27,0.18
minig.csv,0.47,0.7,0.72,0.54,0.44,0.25,0.44,0.56,0.55,0.27,0.76,0.97,0.38,0.2,0.48,0.65,0.36,0.35,0.63
moving-pictures.csv,0.54,0.85,0.67,0.47,0.31,0.31,0.68,0.59,0.56,0.19,0.67,0.48,0.98,0.55,0.61,0.69,0.35,0.34,0.64
ngl.csv,0.45,0.77,0.17,0.51,0.25,0.32,0.6,0.57,0.48,0.12,0.7,0.49,0.51,0.43,0.69,0.99,0.38,0.3,0.61
nunit.csv,0.38,0.22,0.29,0.2,0.18,0.54,0.0,0.31,0.35,0.0,0.56,0.32,0.31,0.21,0.1,0.1,0.23,0.97,0.45
octave.csv,0.4,0.11,0.82,0.32,0.93,0.28,0.31,0.47,0.27,0.19,0.61,0.41,0.59,0.28,0.54,0.53,0.36,0.35,0.46
opengs.csv,0.23,0.39,0.0,0.37,0.0,0.55,0.05,0.56,0.98,0.24,0.55,0.33,0.43,0.19,0.5,0.42,0.26,0.37,0.24
owlib.csv,0.96,0.7,0.83,0.48,0.25,0.33,0.53,0.62,0.5,0.13,0.48,0.41,0.55,0.61,0.75,0.65,0.31,0.31,0.69
prelude.csv,0.49,0.86,0.98,0.37,0.3,0.37,0.81,0.56,0.56,0.14,0.8,0.53,0.59,0.72,0.61,0.55,0.34,0.38,0.73
tokratan.csv,0.0,0.34,0.0,0.18,0.0,0.22,0.15,0.33,0.15,1.0,0.3,0.12,0.12,0.06,0.19,0.07,0.24,0.17,0.21
xfce.csv,0.53,0.81,0.87,0.52,0.34,0.42,0.74,0.59,0.58,0.22,0.84,0.54,0.62,0.35,0.99,0.61,0.36,0.35,0.65
xharbour.csv,0.57,1.0,0.66,0.54,0.29,0.41,0.85,0.66,0.59,0.18,0.84,0.53,0.65,0.56,0.76,0.66,0.34,0.3,0.81
zabbix.csv,0.55,0.85,0.72,0.52,0.28,0.32,0.82,0.71,0.49,0.2,0.82,0.55,0.65,0.99,0.73,0.68,0.36,0.34,0.81
zengine.csv,0.55,0.92,0.88,0.53,0.43,0.51,1.0,0.67,0.59,0.23,0.88,0.55,0.64,0.46,0.77,0.68,0.37,0.35,0.78
zildo.csv,0.51,0.17,0.87,0.51,0.06,0.4,0.3,0.98,0.18,0.15,0.53,0.36,0.33,0.36,0.73,0.44,0.35,0.4,0.58
