,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.15,1.0,0.0,0.1,0.06,0.0,0.0,0.02
botsnscouts.csv,0.22,0.08,0.44,0.15,0.53,0.27,0.71,0.27,1.0,0.38,0.42,0.17,0.0,0.4,0.07,0.38,0.11,0.39,0.04
bscwweasel.csv,0.2,0.06,0.29,0.05,0.32,1.0,0.51,0.08,0.44,0.22,0.05,0.13,0.0,0.33,0.1,0.27,0.0,0.19,0.15
bzbyte.csv,0.63,0.22,0.62,0.69,0.64,0.21,0.57,0.27,0.57,0.42,0.67,0.29,0.1,0.08,0.99,0.32,0.53,0.7,0.7
capcode.csv,0.2,0.0,0.28,0.05,0.16,0.16,0.0,0.86,0.25,0.11,0.46,0.21,0.19,0.0,0.13,0.13,0.29,0.6,0.37
emite.csv,0.4,0.62,0.59,0.32,0.54,0.25,0.52,0.21,0.62,0.27,0.82,0.17,0.06,0.18,0.44,0.34,1.0,0.76,0.45
fbmanager.csv,0.5,0.3,0.51,0.97,0.71,0.15,0.51,0.25,0.6,0.36,0.52,0.09,0.0,0.1,0.59,0.34,0.38,0.59,0.38
lcfizvtop.csv,0.32,0.04,0.52,0.43,0.78,0.22,0.5,0.27,0.68,0.42,0.83,0.91,0.0,0.17,0.61,0.38,0.62,0.39,0.73
mediaportal.csv,0.21,0.64,0.54,0.06,0.73,0.17,0.24,0.16,0.49,0.38,0.69,0.14,0.0,0.02,0.63,0.88,0.53,0.73,0.73
nodal.csv,0.36,0.04,0.66,0.31,0.67,0.21,0.53,0.17,0.32,0.98,0.55,0.31,0.0,0.13,0.38,0.39,0.21,0.73,0.34
paintown.csv,0.99,0.5,0.54,0.66,0.69,0.25,0.59,0.25,0.59,0.4,0.59,0.33,0.19,0.11,0.68,0.38,0.52,0.62,0.6
powerfolder.csv,0.0,0.02,0.0,0.0,0.04,0.17,0.45,0.0,0.2,0.0,0.1,0.0,0.0,1.0,0.13,0.18,0.0,0.07,0.0
retromenu.csv,0.24,0.13,0.3,0.38,0.48,0.15,0.98,0.12,0.53,0.28,0.18,0.15,0.0,0.21,0.31,0.43,0.06,0.37,0.05
smbopensoft.csv,0.29,0.97,0.68,0.29,0.55,0.22,0.54,0.21,0.6,0.28,0.61,0.08,0.1,0.05,0.31,0.27,0.44,0.66,0.38
sqlpower-library.csv,0.57,0.51,0.65,0.29,0.99,0.24,0.62,0.29,0.64,0.4,0.55,0.28,0.1,0.11,0.65,0.37,0.53,0.82,0.61
st-filteredstatistics.csv,0.58,0.28,0.53,0.67,0.68,0.2,0.56,0.26,0.69,0.43,0.99,0.43,0.18,0.16,0.63,0.4,0.54,0.77,0.7
triplea.csv,0.61,0.7,0.97,0.57,0.74,0.26,0.5,0.21,0.65,0.4,0.81,0.36,0.11,0.14,0.6,0.32,0.44,0.74,0.78
uface.csv,0.48,0.65,0.65,0.61,0.72,0.29,0.51,0.24,0.67,0.4,0.86,0.23,0.09,0.08,0.77,0.29,0.6,0.85,1.0
