,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.18,0.0,0.0,1.0
botsnscouts.csv,0.6,0.67,0.61,0.5,0.94,0.4,0.67,0.2,1.0,0.5,0.85,1.0,0.0,0.4,1.0,0.26,0.5,1.0,0.5
bscwweasel.csv,0.45,1.0,0.67,0.33,0.9,1.0,0.64,0.07,0.89,0.75,1.0,0.25,0.0,0.29,1.0,0.27,0.0,1.0,1.0
bzbyte.csv,0.47,0.23,0.62,0.53,0.78,0.12,0.41,0.17,0.5,0.27,0.73,0.17,0.05,0.04,1.0,0.19,0.44,1.0,0.68
capcode.csv,0.32,0.0,0.55,0.33,1.0,0.17,0.0,1.0,0.38,0.13,0.92,0.14,0.11,0.0,0.67,0.12,0.41,0.96,0.89
emite.csv,0.61,0.66,0.65,0.5,0.79,0.19,0.38,0.14,0.56,0.27,0.84,0.17,0.03,0.1,0.85,0.24,1.0,0.97,0.77
fbmanager.csv,0.55,0.32,0.8,1.0,0.85,0.14,0.5,0.16,0.92,0.33,0.79,0.09,0.0,0.06,0.77,0.26,0.73,1.0,0.79
lcfizvtop.csv,0.5,1.0,0.58,0.65,0.73,0.13,0.34,0.19,0.53,0.27,0.84,0.91,0.0,0.1,0.8,0.26,0.47,1.0,0.64
mediaportal.csv,1.0,0.48,0.55,0.5,0.7,0.1,0.18,0.1,0.42,0.26,0.72,0.33,0.0,0.01,0.7,0.94,0.39,0.97,0.63
nodal.csv,0.5,1.0,0.73,0.44,0.86,0.15,0.69,0.12,0.6,1.0,0.67,0.24,0.0,0.08,0.82,0.31,0.5,1.0,0.82
paintown.csv,1.0,0.73,0.62,0.7,0.84,0.15,0.45,0.15,0.62,0.29,0.82,0.26,0.11,0.06,0.76,0.25,0.61,1.0,0.76
powerfolder.csv,0.0,0.33,0.0,0.0,1.0,0.67,0.7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.31,0.0,1.0,0.0
retromenu.csv,0.67,0.88,0.75,0.69,0.88,0.29,1.0,0.1,0.67,0.38,0.8,0.5,0.0,0.13,0.79,0.34,1.0,1.0,1.0
smbopensoft.csv,0.59,0.99,0.74,0.47,0.74,0.17,0.43,0.15,0.81,0.3,0.83,0.07,0.06,0.03,0.85,0.19,0.71,0.97,0.9
sqlpower-library.csv,0.62,0.57,0.59,0.36,1.0,0.14,0.49,0.18,0.52,0.28,0.67,0.2,0.06,0.06,0.75,0.25,0.45,0.98,0.68
st-filteredstatistics.csv,0.61,0.56,0.57,0.63,0.78,0.13,0.39,0.16,0.72,0.31,0.98,0.31,0.1,0.09,0.76,0.27,0.53,1.0,0.84
triplea.csv,0.56,0.55,1.0,0.51,0.73,0.17,0.35,0.13,0.57,0.28,0.82,0.24,0.06,0.08,0.78,0.2,0.5,1.0,0.8
uface.csv,0.39,0.49,0.57,0.49,0.69,0.17,0.34,0.14,0.52,0.27,0.8,0.14,0.05,0.04,0.76,0.18,0.46,0.98,1.0
