,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.11,1.0,0.0,0.06,0.04,0.0,0.0,0.01
botsnscouts.csv,0.16,0.05,0.38,0.11,0.42,0.24,0.77,0.46,1.0,0.35,0.32,0.11,0.0,0.45,0.05,0.65,0.07,0.28,0.02
bscwweasel.csv,0.16,0.04,0.23,0.04,0.24,1.0,0.48,0.1,0.35,0.16,0.04,0.11,0.0,0.45,0.06,0.32,0.0,0.12,0.1
bzbyte.csv,0.05,0.22,0.57,0.13,0.55,0.55,0.72,0.62,0.56,0.37,0.52,0.0,0.38,0.57,0.98,0.17,0.57,0.58,0.57
capcode.csv,0.18,0.0,0.22,0.04,0.11,0.18,0.0,0.79,0.22,0.11,0.36,0.38,0.68,0.0,0.09,0.17,0.27,0.0,0.27
emite.csv,0.33,0.6,0.54,0.28,0.45,0.39,0.66,0.44,0.63,0.3,0.72,0.21,0.35,0.63,0.34,0.58,1.0,0.0,0.35
fbmanager.csv,0.49,0.3,0.43,0.95,0.63,0.18,0.56,0.55,0.49,0.43,0.42,0.11,0.0,0.6,0.49,0.51,0.3,0.46,0.29
lcfizvtop.csv,0.28,0.02,0.47,0.36,0.48,0.53,0.42,0.52,0.52,0.35,0.74,0.92,0.0,0.63,0.51,0.67,0.53,0.28,0.26
mediaportal.csv,0.15,0.13,0.47,0.04,0.37,0.27,0.31,0.38,0.42,0.55,0.48,0.11,0.0,0.19,0.44,0.85,0.09,0.0,0.0
nodal.csv,0.32,0.02,0.6,0.28,0.57,0.39,0.48,0.36,0.26,0.97,0.42,0.48,0.0,0.45,0.29,0.55,0.16,0.62,0.25
paintown.csv,0.98,0.43,0.49,0.64,0.61,0.63,0.76,0.58,0.58,0.58,0.49,0.49,0.68,0.69,0.55,0.69,0.49,0.51,0.52
powerfolder.csv,0.0,0.01,0.0,0.0,0.02,0.12,0.38,0.0,0.13,0.0,0.06,0.0,0.0,1.0,0.09,0.15,0.0,0.04,0.0
retromenu.csv,0.18,0.09,0.23,0.3,0.38,0.12,0.96,0.2,0.48,0.26,0.12,0.11,0.0,0.64,0.22,0.6,0.04,0.26,0.04
smbopensoft.csv,0.23,0.96,0.63,0.25,0.45,0.34,0.67,0.37,0.53,0.3,0.52,0.11,0.61,0.23,0.23,0.47,0.37,0.0,0.28
sqlpower-library.csv,0.56,0.49,0.51,0.27,0.98,0.62,0.78,0.65,0.57,0.57,0.42,0.47,0.61,0.6,0.53,0.66,0.58,0.0,0.54
st-filteredstatistics.csv,0.58,0.21,0.48,0.67,0.59,0.47,0.65,0.59,0.68,0.62,0.98,0.7,0.86,0.86,0.52,0.72,0.56,0.67,0.62
triplea.csv,0.64,0.61,0.95,0.54,0.53,0.56,0.53,0.51,0.65,0.58,0.69,0.66,0.6,0.83,0.5,0.59,0.43,0.64,0.73
uface.csv,0.3,0.17,0.4,0.33,0.36,0.71,0.48,0.52,0.46,0.47,0.66,0.34,0.13,0.56,0.51,0.34,0.57,0.0,0.99
