,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.91,0.0,1.0,0.95,0.97,1.0,1.0,0.99
botsnscouts.csv,0.87,0.96,0.74,0.92,0.63,0.8,0.3,0.65,0.0,0.7,0.73,0.91,1.0,0.6,0.96,0.55,0.94,0.76,0.98
bscwweasel.csv,0.88,0.97,0.82,0.97,0.81,0.0,0.58,0.93,0.7,0.87,0.97,0.91,1.0,0.6,0.95,0.75,1.0,0.9,0.92
bzbyte.csv,0.99,1.05,0.68,0.97,0.61,0.77,0.65,0.68,0.75,0.89,0.79,1.0,0.89,0.76,0.02,0.96,0.72,0.47,0.75
capcode.csv,0.9,1.0,0.85,0.97,0.91,0.86,1.0,0.25,0.87,0.94,0.7,0.81,0.42,1.01,0.94,0.89,0.81,1.15,0.77
emite.csv,0.73,0.51,0.64,0.81,0.66,0.68,0.65,0.73,0.63,0.78,0.51,0.84,0.83,0.45,0.72,0.61,0.0,1.07,0.71
fbmanager.csv,0.64,0.91,0.64,0.06,0.49,0.86,0.54,0.68,0.56,0.67,0.69,0.93,1.05,0.58,0.69,0.6,0.75,0.59,0.76
lcfizvtop.csv,0.8,0.98,0.75,0.7,0.84,0.79,0.87,0.62,0.82,0.91,0.5,0.09,1.0,0.46,0.64,0.56,0.81,0.76,0.94
mediaportal.csv,0.88,0.97,0.81,0.97,0.91,0.96,1.03,0.95,0.91,0.78,0.84,0.91,1.0,1.17,0.88,0.18,0.99,1.08,1.01
nodal.csv,0.77,0.98,0.53,0.83,0.51,0.71,0.58,0.79,0.79,0.04,0.88,0.64,1.01,0.63,0.77,0.55,0.88,0.43,0.79
paintown.csv,0.03,0.64,0.68,0.48,0.51,0.63,0.51,0.75,0.56,0.68,0.62,0.62,0.42,0.69,0.72,0.6,0.59,0.55,0.6
powerfolder.csv,1.0,0.99,1.0,1.0,0.98,0.9,0.67,1.0,0.89,1.0,0.95,1.0,1.0,0.0,0.93,0.88,1.0,0.97,1.0
retromenu.csv,0.86,0.93,0.82,0.75,0.68,0.9,0.05,0.87,0.6,0.79,0.9,0.91,1.0,0.43,0.82,0.49,0.97,0.78,0.97
smbopensoft.csv,0.82,0.05,0.5,0.83,0.7,0.73,0.53,0.74,0.53,0.77,0.6,0.95,0.64,0.84,0.81,0.7,0.68,1.12,0.76
sqlpower-library.csv,0.56,0.64,0.81,0.89,0.02,0.66,0.45,0.63,0.76,0.73,0.88,0.69,0.64,0.56,0.74,0.58,0.7,1.04,0.68
st-filteredstatistics.csv,0.55,0.83,0.76,0.54,0.61,0.69,0.73,0.68,0.42,0.65,0.08,0.46,0.44,0.44,0.72,0.56,0.59,0.38,0.46
triplea.csv,0.59,0.75,0.06,0.76,0.8,0.59,0.81,0.78,0.61,0.72,0.58,0.59,0.77,0.5,0.68,0.72,0.68,0.41,0.44
uface.csv,0.98,0.96,0.89,0.93,0.92,0.62,0.85,0.81,0.86,0.84,0.7,0.95,0.97,0.78,0.81,0.91,0.77,1.03,0.01
