,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.89,1.0,0.2,0.38,0.63,0.0,0.12,0.29
aztec.csv,0.92,0.52,0.07,0.35,0.61,1.0,0.22,0.35
jbpm.csv,1.0,1.0,1.0,0.36,0.47,0.2,0.16,0.46
mediate.csv,0.9,0.51,0.15,0.34,1.0,0.06,0.2,0.35
mycila.csv,1.0,0.42,0.04,0.3,0.58,0.06,1.0,0.66
neodatis-odb.csv,0.94,0.45,0.1,1.0,0.52,0.05,0.3,0.37
nsis.csv,1.0,0.43,0.11,0.38,0.58,0.07,0.21,0.36
rodin-b-sharp.csv,1.0,0.0,0.36,0.0,0.52,0.0,0.0,1.0
