,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,1.0,0.53,0.72,0.47,0.91,0.66,0.64,0.66,0.62,0.95,0.88,0.68,0.79,0.97,0.87,0.64,0.86,0.65,0.94,0.88
alpine.csv,0.66,0.56,0.79,0.55,1.0,0.72,0.48,0.66,1.0,1.01,0.75,0.41,0.83,1.0,0.95,0.95,0.92,0.5,1.0,1.0
enzo.csv,0.9,0.53,0.69,0.78,1.0,0.77,0.96,0.74,1.01,0.39,0.51,0.85,0.89,0.68,0.36,0.68,0.29,1.0,0.64,0.66
flylinkdc.csv,0.69,0.4,0.83,0.74,0.97,0.83,0.6,0.69,0.9,0.62,0.53,0.59,0.78,0.56,0.84,0.82,0.73,0.83,0.58,0.49
fw4spl.csv,0.73,0.69,0.84,0.65,0.71,0.67,0.63,0.53,0.92,0.96,0.77,0.79,0.79,0.82,0.65,0.75,0.52,0.43,0.58,0.62
grisbi.csv,0.75,0.72,0.86,0.93,1.0,0.73,0.97,0.97,0.87,0.98,0.18,0.69,0.79,0.95,0.97,0.84,0.92,1.0,0.97,0.67
jcae.csv,1.0,0.61,0.7,0.83,0.95,0.76,0.22,0.6,1.0,0.71,0.64,0.75,0.79,0.77,1.08,0.65,0.99,0.66,0.69,0.98
jcl.csv,0.56,0.79,0.57,0.62,0.9,0.6,0.68,0.71,0.59,0.64,0.79,0.71,0.56,0.78,0.58,0.86,0.71,0.36,0.75,0.6
libarchive.csv,0.67,0.58,0.71,0.69,0.54,0.79,0.86,0.89,0.91,0.9,0.38,0.56,0.75,0.74,0.98,0.64,0.49,1.0,0.46,0.41
mimosa.csv,0.98,0.61,0.66,0.77,1.0,0.93,0.55,0.86,0.89,0.34,0.81,0.71,0.99,0.71,0.41,0.62,0.48,0.55,0.96,0.93
n2cms.csv,0.77,0.74,0.66,0.7,0.53,0.37,0.77,0.76,0.85,0.72,0.45,0.8,0.75,0.8,0.71,0.59,0.9,0.84,0.49,0.81
nabu-library.csv,0.96,0.87,0.83,0.58,0.66,0.77,0.79,0.64,0.64,0.95,1.0,0.81,1.0,0.82,0.24,0.58,0.92,0.65,0.73,0.87
net-snmp.csv,0.48,0.93,0.74,0.76,0.99,0.79,0.76,0.78,0.84,0.82,0.65,0.64,0.79,0.78,1.04,0.72,0.72,0.8,0.58,0.59
ossbuild.csv,0.57,0.6,0.79,0.61,0.76,0.63,0.45,0.74,0.33,0.54,0.85,0.66,0.79,0.58,0.93,0.63,0.84,0.58,0.71,0.61
quickfast.csv,1.0,0.61,0.66,0.78,0.96,0.67,0.87,0.65,0.93,0.55,0.25,0.69,0.42,0.68,0.52,0.56,1.0,0.99,0.35,0.81
tcvp.csv,1.0,1.0,0.95,1.0,1.0,0.96,1.0,0.98,1.0,1.0,1.0,1.0,0.39,0.96,0.55,1.0,1.0,1.0,0.94,1.0
vdsf.csv,0.9,0.85,0.71,0.91,0.67,0.71,1.02,0.91,0.81,0.94,1.0,1.0,0.58,0.8,0.61,0.97,0.96,0.86,0.74,0.99
virtuoso.csv,1.0,0.85,0.79,0.99,0.78,0.87,0.96,0.89,0.83,1.01,1.0,1.0,1.0,0.63,0.95,0.48,1.0,0.91,0.75,0.71
xbrlapi.csv,0.91,0.84,0.49,0.92,1.0,0.74,0.8,0.69,1.0,0.53,0.57,0.75,1.0,0.92,1.03,1.0,0.91,0.85,0.83,1.0
yarp.csv,0.74,0.78,0.8,0.62,0.7,0.77,0.79,0.93,1.0,0.76,0.95,0.67,0.9,0.46,0.85,1.0,0.52,0.74,0.77,0.96
