,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,265.0,0.0,95.5,51.5,1567.0,0.0,0.0,2474.0,95.5,0.0,172.0,444.0,92.5,83.5,278.5,0.0,94.5
codeblocks.csv,98.5,96.5,265.5,82.5,1321.5,97.5,98.5,481.5,193.0,1503.0,2078.5,197.5,99.0,83.5,664.5,99.0,186.0
grisbi.csv,197.5,98.5,194.5,98.5,1656.5,97.5,98.5,3548.0,193.0,1668.5,1379.5,98.5,99.0,97.5,670.5,99.0,99.0
libmesh.csv,97.5,96.5,95.5,97.5,1235.0,264.5,95.5,531.0,95.5,1767.5,712.0,292.5,98.5,96.5,328.0,90.5,89.5
panda3d.csv,98.5,97.5,194.5,98.5,245.5,185.0,95.5,764.0,95.5,868.0,1109.0,664.5,96.5,99.0,355.0,97.5,187.0
proftp.csv,260.5,98.5,176.0,78.5,603.5,97.5,98.5,1747.5,89.5,59.5,474.0,98.5,80.5,97.5,562.0,77.5,93.5
red5.csv,197.5,96.5,95.5,96.5,1672.5,97.5,98.5,865.5,95.5,1685.0,1556.5,197.5,99.0,99.0,755.0,99.0,98.5
skia.csv,170.0,98.5,95.5,94.5,931.5,97.5,98.5,674.0,187.0,156.5,222.5,98.5,74.5,79.5,261.5,99.0,98.5
soar.csv,197.5,98.5,393.0,98.5,2103.0,97.5,98.5,6863.5,193.0,1767.5,1556.5,197.5,99.0,99.0,857.5,99.0,99.0
super-tux.csv,93.5,98.5,95.5,94.5,1565.0,97.5,98.5,1921.5,192.0,1685.0,1285.0,197.5,99.0,187.0,850.5,99.0,98.5
t-2.csv,97.5,96.5,194.5,96.5,1924.0,97.5,98.5,163.0,94.5,1767.5,267.5,197.5,99.0,99.0,573.0,99.0,99.0
tart.csv,95.5,98.5,294.0,190.0,979.5,97.5,98.5,4571.5,193.0,1668.5,85.5,98.5,99.0,97.5,473.0,92.5,99.0
tcvp.csv,41.5,94.5,62.5,90.5,232.5,0.0,67.5,155.0,0.0,508.0,537.5,272.0,0.0,0.0,275.0,86.5,122.0
tencompetence.csv,197.5,96.5,295.5,89.5,1285.5,97.5,66.5,10403.0,193.0,18.5,2588.5,197.5,99.0,99.0,464.5,99.0,99.0
utgb.csv,98.5,98.5,94.5,78.5,1056.0,97.5,98.5,1855.5,269.5,1065.0,906.0,98.5,93.5,97.5,378.5,97.5,93.5
xbrlapi.csv,98.5,98.5,492.0,98.5,431.5,97.5,92.5,4229.0,95.5,0.0,745.5,98.5,96.5,97.5,137.0,0.0,99.0
zemljanka.csv,196.5,98.5,492.0,98.5,1842.5,97.5,98.5,6962.5,285.5,1668.5,636.5,98.5,99.0,97.5,479.0,99.0,99.0
