,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.96,0.76,0.7,0.01,0.86,0.78,0.31,0.13,0.73,0.26
firebird.csv,0.04,0.14,0.61,0.3,0.51,0.46,0.37,0.38,0.29,0.68
fmri-dmt.csv,0.15,0.0,0.01,0.05,0.09,0.04,0.06,0.23,0.1,0.0
htmlunit.csv,0.03,0.86,0.12,0.46,0.31,0.0,0.24,1.0,0.32,0.77
monetdb.csv,0.32,0.19,0.27,0.37,0.37,0.14,0.2,0.46,0.0,0.21
ontomorphtab.csv,0.34,0.0,0.6,0.41,0.42,0.54,0.39,0.74,0.33,0.53
smarttag.csv,0.54,0.14,0.57,0.32,0.27,0.29,0.37,0.0,0.4,0.29
taokgame.csv,0.11,0.1,0.0,0.15,0.14,0.04,0.15,0.21,0.06,0.03
webdriver.csv,0.5,0.24,0.33,0.46,0.33,0.28,0.02,0.59,0.27,0.24
xbplayer.csv,0.21,0.1,0.23,0.19,0.0,0.14,0.19,0.18,0.11,0.13
