,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.0,0.0,2.0,1.0,14.0,24.0,0.0,4.0,3.0,4.0
firebird.csv,0.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0
fmri-dmt.csv,3.0,0.0,0.0,2.0,4.0,4.0,0.0,3.0,5.0,0.0
htmlunit.csv,0.0,1.0,2.0,6.0,7.0,0.0,0.0,4.0,1.0,6.0
monetdb.csv,0.0,3.0,2.0,2.0,13.0,6.0,1.0,0.0,0.0,9.0
ontomorphtab.csv,0.0,0.0,0.0,1.0,2.0,5.0,2.0,3.0,4.0,0.0
smarttag.csv,3.0,0.0,4.0,2.0,7.0,11.0,0.0,0.0,7.0,7.0
taokgame.csv,4.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,1.0,67.0
webdriver.csv,8.0,0.0,2.0,7.0,8.0,4.0,0.0,1.0,5.0,5.0
xbplayer.csv,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0
