,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.48,0.67,0.05,0.67,0.75,0.71,0.58,0.35,0.68,0.21,0.71,0.63,0.59,0.27,0.49,0.29
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.2,0.35,0.73
bionote.csv,0.33,0.8,0.35,0.11,0.26,0.0,0.12,0.52,0.21,0.23,0.18,0.43,0.96,0.45,0.33,0.17
bnetd.csv,0.3,0.0,0.35,0.4,0.44,0.47,0.47,0.0,0.63,0.45,0.71,0.0,0.66,0.68,0.45,0.2
emisview.csv,0.33,0.0,0.48,0.54,0.56,0.7,0.28,0.26,0.64,0.02,0.62,0.41,0.64,0.49,0.43,0.21
findbugs.csv,0.0,0.69,0.0,0.49,0.0,0.51,0.42,0.38,0.56,0.31,0.62,0.57,0.45,0.57,0.46,0.41
hazelcast.csv,0.55,0.64,0.63,0.61,0.96,0.42,0.5,0.55,0.49,0.5,0.56,0.68,0.68,0.67,0.52,0.58
jitterbit.csv,0.0,0.73,0.56,0.69,0.78,0.59,0.39,0.13,0.71,0.21,0.24,0.46,0.64,0.65,0.66,0.06
jppf-project.csv,0.49,0.43,0.43,0.35,0.56,0.4,0.53,0.46,0.41,0.45,0.47,0.78,0.5,0.61,0.59,0.38
kolmafia.csv,0.3,0.68,0.05,0.69,0.71,0.3,0.6,0.0,0.64,0.51,0.73,0.67,0.3,0.71,0.09,0.42
megasquirtavr.csv,0.47,0.0,0.55,0.3,0.0,0.39,0.52,0.5,0.52,0.18,0.0,0.57,0.34,0.38,0.48,0.28
qedo.csv,0.17,0.26,0.12,0.37,0.13,0.16,0.24,0.47,0.31,0.35,0.4,0.38,0.14,0.31,0.24,0.81
trackit.csv,0.09,0.0,0.06,0.47,0.21,0.3,0.59,0.0,0.18,0.48,0.28,0.1,0.0,0.16,0.17,0.06
wxlua.csv,0.3,0.34,0.44,0.39,0.22,0.2,0.45,0.0,0.51,0.72,0.13,0.3,0.5,0.4,0.41,0.57
x4x.csv,0.74,0.0,0.6,0.48,0.36,0.54,0.53,0.56,0.56,0.49,0.62,0.5,0.38,0.55,0.55,0.34
xharbour.csv,0.29,0.8,0.68,0.51,0.6,0.55,0.69,0.5,0.6,0.51,0.48,0.37,0.78,0.61,0.69,0.31
