,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.51,0.42,0.39,0.42,0.38,0.54,0.45,0.45,0.36,0.44,0.62,0.36,0.43,0.44
customwars.csv,0.79,0.92,0.71,0.91,0.67,0.72,0.95,0.92,0.93,0.78,0.83,0.64,0.77,0.73
firebreath.csv,0.83,0.51,0.52,0.7,0.39,0.54,0.61,0.56,0.38,0.4,0.71,0.58,0.57,0.5
gss.csv,0.42,0.38,0.4,0.44,0.44,0.47,0.47,0.42,0.31,0.4,0.49,0.28,0.48,0.4
irplus.csv,0.67,0.49,0.5,0.43,0.5,0.57,0.51,0.95,0.51,0.62,0.78,0.35,0.75,0.75
kwave.csv,0.73,0.7,0.68,0.67,0.58,0.93,0.89,0.8,0.45,0.67,0.74,0.48,0.62,0.9
liferea.csv,0.81,0.71,0.67,0.85,0.77,0.92,0.94,0.62,0.43,0.46,0.92,0.39,0.89,0.56
plearn.csv,0.76,0.56,0.44,0.87,0.52,0.56,0.64,0.64,0.55,0.49,0.45,0.42,0.53,0.38
psrchive.csv,0.93,0.92,0.5,0.92,0.0,0.67,0.93,0.0,0.89,0.0,0.83,0.83,0.88,0.8
qcad2.csv,0.69,0.64,0.61,0.72,0.39,0.7,0.95,0.61,0.52,0.65,0.55,0.61,0.56,0.45
tzod.csv,0.47,0.43,0.58,0.57,0.52,0.5,0.72,0.47,0.53,0.47,0.59,0.29,0.47,0.52
wxcode.csv,0.85,0.92,0.67,0.83,0.0,0.86,0.88,0.92,0.89,0.86,0.88,0.8,0.83,0.8
xinity.csv,0.69,0.63,0.59,0.9,0.31,0.91,0.69,0.59,0.68,0.93,0.61,0.41,0.64,0.37
xmoto.csv,0.54,0.47,0.47,0.42,0.45,0.63,0.55,0.55,0.46,0.5,0.5,0.32,0.56,0.53
