,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.34,0.99,0.39,0.16,0.38,0.17,0.42,0.48,0.19,0.44,0.15,0.69,0.6,0.59
customwars.csv,0.25,0.83,0.38,0.18,0.21,0.09,0.55,0.36,1.0,0.44,0.28,0.68,0.43,0.53
firebreath.csv,0.28,0.82,0.33,0.18,0.26,0.22,0.98,0.47,0.18,0.4,0.09,0.46,0.46,0.65
gss.csv,0.41,0.77,0.36,0.26,0.24,0.22,0.4,0.53,0.19,0.51,0.11,0.6,0.52,1.0
irplus.csv,0.48,0.78,0.5,0.27,0.39,0.17,0.34,0.45,0.14,1.0,0.22,0.57,0.56,1.0
kwave.csv,0.37,0.73,0.36,0.21,0.21,1.0,0.58,0.34,0.17,0.44,0.04,0.62,0.67,0.7
liferea.csv,0.37,0.89,0.44,0.15,1.0,0.17,0.47,0.54,0.17,0.46,0.0,0.61,0.78,0.62
plearn.csv,1.0,0.7,0.37,0.33,0.22,0.23,0.35,0.51,0.18,0.32,0.1,0.63,0.41,0.64
psrchive.csv,0.71,0.75,0.5,1.0,0.0,0.33,0.53,1.0,0.11,0.0,0.33,0.67,0.75,0.6
qcad2.csv,0.38,0.79,0.36,0.21,0.23,0.22,0.38,0.98,0.21,0.42,0.12,0.65,0.48,0.71
tzod.csv,0.31,0.77,1.0,0.29,0.43,0.21,0.59,0.44,0.2,0.34,0.12,0.63,0.53,0.7
wxcode.csv,0.62,1.0,1.0,0.33,1.0,0.14,0.75,0.67,0.33,0.29,0.88,0.6,1.0,1.0
xinity.csv,0.3,0.8,0.34,0.2,0.23,0.36,0.5,0.45,0.18,0.43,0.06,1.0,0.52,0.54
xmoto.csv,0.36,0.84,0.44,0.29,0.27,0.32,0.47,0.49,0.21,0.36,0.12,0.59,1.0,0.84
