,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.63,0.04,0.67,0.73,0.46,0.81,0.65,0.52,0.64,0.59,0.52,0.59,0.49,0.72
customwars.csv,0.78,0.87,0.75,0.75,0.75,0.96,0.82,0.77,0.12,0.72,0.33,0.66,0.75,0.81
firebreath.csv,0.77,0.51,0.76,0.68,0.68,0.76,0.08,0.5,0.63,0.71,0.7,0.89,0.74,0.62
gss.csv,0.52,0.62,0.72,0.49,0.71,0.72,0.69,0.42,0.64,0.48,0.6,0.8,0.6,0.0
irplus.csv,0.68,0.64,0.58,0.52,0.52,0.81,0.83,0.82,0.74,0.04,0.47,0.79,0.77,0.73
kwave.csv,0.67,0.73,0.75,0.61,0.77,0.12,0.65,0.71,0.66,0.72,0.9,0.7,0.63,0.78
liferea.csv,0.75,0.69,0.73,0.82,0.0,0.89,0.87,0.61,0.67,0.63,1.01,0.72,0.81,0.73
plearn.csv,0.22,0.75,0.75,0.66,0.72,0.73,0.76,0.62,0.68,0.8,0.82,0.68,0.86,0.72
psrchive.csv,0.83,0.89,0.96,0.07,1.0,0.94,0.87,0.98,0.94,1.0,0.72,0.91,0.83,0.91
qcad2.csv,0.61,0.65,0.71,0.6,0.81,0.72,0.88,0.01,0.65,0.66,0.61,0.7,0.68,0.52
tzod.csv,0.71,0.62,0.04,0.5,0.41,0.74,0.58,0.54,0.63,0.74,0.58,0.85,0.58,0.58
wxcode.csv,0.73,0.85,0.89,0.72,0.92,0.94,0.9,0.83,0.83,0.93,0.01,0.93,0.83,0.83
xinity.csv,0.69,0.64,0.74,0.75,0.85,0.76,0.65,0.61,0.68,0.78,0.82,0.0,0.69,0.88
xmoto.csv,0.6,0.56,0.58,0.46,0.63,0.67,0.68,0.55,0.57,0.71,0.58,0.78,0.0,0.49
