,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.42,0.03,0.56,0.64,0.45,0.52,0.47,0.31,0.61,0.43,0.29,0.54,0.39,0.55
customwars.csv,0.36,0.07,0.27,0.24,0.43,0.52,0.09,0.24,0.0,0.23,0.17,0.31,0.39,0.35
firebreath.csv,0.32,0.37,0.58,0.36,0.64,0.7,0.01,0.4,0.56,0.68,0.41,0.54,0.68,0.45
gss.csv,0.36,0.47,0.56,0.33,0.59,0.45,0.56,0.32,0.6,0.39,0.53,0.73,0.5,0.0
irplus.csv,0.15,0.33,0.27,0.29,0.25,0.52,0.73,0.11,0.44,0.0,0.18,0.62,0.16,0.0
kwave.csv,0.27,0.33,0.33,0.35,0.34,0.0,0.17,0.4,0.46,0.23,0.29,0.42,0.16,0.15
liferea.csv,0.18,0.1,0.21,0.23,0.0,0.18,0.09,0.18,0.47,0.3,0.16,0.5,0.05,0.3
plearn.csv,0.0,0.57,0.69,0.13,0.48,0.66,0.57,0.2,0.35,0.64,0.82,0.54,0.8,0.7
psrchive.csv,0.03,0.1,0.02,0.0,0.0,0.04,0.07,0.0,0.08,0.0,0.05,0.08,0.05,0.1
qcad2.csv,0.32,0.3,0.44,0.41,0.77,0.52,0.14,0.01,0.27,0.34,0.59,0.31,0.59,0.45
tzod.csv,0.66,0.5,0.0,0.27,0.27,0.39,0.2,0.51,0.34,0.57,0.39,0.85,0.45,0.35
wxcode.csv,0.07,0.0,0.0,0.11,0.0,0.11,0.02,0.04,0.06,0.11,0.01,0.08,0.0,0.0
xinity.csv,0.43,0.27,0.44,0.21,0.84,0.12,0.25,0.28,0.35,0.18,0.41,0.0,0.27,0.8
xmoto.csv,0.42,0.23,0.42,0.29,0.55,0.23,0.26,0.27,0.4,0.52,0.39,0.69,0.0,0.15
