,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.68,0.81,0.95,0.53,0.68,0.59,0.65,0.73,0.53,0.63,0.63,0.65,0.75,0.53,0.47,0.63,0.03,0.67,0.76
autat.csv,0.72,0.88,1.0,0.85,0.68,0.89,0.79,0.74,1.16,0.06,0.97,0.94,0.49,0.9,1.0,0.88,0.88,0.76,0.86
brlcad.csv,1.0,0.05,1.0,0.97,0.92,0.94,0.7,0.52,0.53,0.97,0.94,0.9,0.83,0.91,0.9,0.97,0.86,0.83,0.85
delphilhlplib.csv,0.6,0.9,0.0,0.7,0.7,0.68,0.65,0.53,0.81,0.78,0.59,0.68,0.9,0.5,0.7,0.45,0.64,0.7,0.52
exordium.csv,0.69,0.82,0.68,0.81,0.16,0.59,0.85,0.82,0.89,0.89,0.69,0.83,0.43,0.83,0.87,0.78,0.9,0.7,1.03
fltk.csv,0.56,0.68,0.76,0.01,0.69,0.75,0.77,0.63,1.06,0.83,0.59,0.61,0.58,0.63,0.76,0.65,0.6,0.68,0.71
google-web-toolkit.csv,0.64,0.84,0.89,0.68,0.46,0.56,0.57,0.68,0.83,0.74,0.51,0.64,0.71,0.65,0.82,0.87,0.43,0.01,0.74
gzigzag.csv,0.75,0.66,0.91,0.84,1.0,0.1,0.6,0.87,1.04,0.81,0.82,0.91,0.69,0.84,0.84,0.9,0.85,0.86,0.9
irrlicht.csv,0.84,0.77,1.03,0.67,0.79,0.78,0.88,0.59,0.86,0.89,0.65,0.04,0.96,0.8,0.81,0.97,0.72,0.71,0.9
mimosa.csv,0.58,0.8,0.81,0.77,0.81,0.58,0.82,0.53,0.63,0.72,0.03,0.78,0.97,0.9,0.79,0.73,0.74,0.63,0.75
mptvseries.csv,0.71,0.67,0.81,0.51,0.63,0.66,0.05,0.56,0.99,0.65,0.64,0.62,0.55,0.51,0.74,0.73,0.68,0.74,0.66
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.99,0.94,1.0,0.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.64,0.72,0.62,0.58,0.73,0.58,0.52,0.79,0.82,0.62,0.35,0.65,0.86,0.66,0.63,0.05,0.55,0.69,0.54
qdvdauthor.csv,0.9,0.67,0.83,0.81,0.74,0.77,0.75,0.71,0.67,0.92,0.77,0.7,0.83,0.62,0.88,0.72,0.75,0.63,0.05
qse.csv,0.64,0.57,0.55,0.55,0.34,0.55,0.39,0.68,0.99,0.68,0.59,0.71,0.06,0.48,0.67,0.62,0.67,0.65,0.62
sauerbraten.csv,0.03,0.78,0.87,0.6,0.6,0.63,0.64,0.72,0.92,0.94,0.84,0.85,0.75,0.71,0.72,0.84,0.77,0.84,0.88
toped.csv,0.63,0.76,0.8,0.59,0.61,0.56,0.5,0.11,0.92,0.79,0.37,0.76,0.45,0.69,0.65,0.52,0.52,0.72,0.56
truevision.csv,0.54,0.68,0.61,0.58,0.46,0.85,0.56,0.51,0.85,0.69,0.95,0.72,0.62,0.03,0.73,0.62,0.7,0.75,0.71
zoolib.csv,0.66,0.89,0.96,0.77,0.79,0.84,0.95,0.89,0.82,0.94,0.9,0.78,0.91,0.92,0.26,0.95,0.88,0.93,0.77
