,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.58,0.17,0.5,0.33,0.48,0.47,0.61,0.56,0.0,0.57,0.17,0.39,0.7,0.32,0.38,0.32,0.0,0.37,0.58
autat.csv,0.08,0.24,0.72,0.06,0.02,0.46,0.03,0.44,0.75,0.0,0.6,0.1,0.17,0.07,0.03,0.0,0.18,0.27,0.16
brlcad.csv,1.0,0.0,1.0,0.97,0.91,0.87,0.68,0.44,0.5,0.97,0.88,0.88,0.79,0.89,0.9,0.96,0.85,0.82,0.84
delphilhlplib.csv,0.54,0.9,0.0,0.25,0.7,0.65,0.45,0.33,0.5,0.74,0.36,0.45,0.87,0.34,0.53,0.34,0.49,0.58,0.26
exordium.csv,0.17,0.2,0.44,0.06,0.0,0.2,0.13,0.22,0.0,0.18,0.1,0.18,0.21,0.17,0.05,0.08,0.13,0.35,0.26
fltk.csv,0.54,0.22,0.5,0.01,0.29,0.42,0.35,0.33,0.75,0.15,0.31,0.29,0.21,0.38,0.16,0.13,0.27,0.3,0.47
google-web-toolkit.csv,0.38,0.43,0.06,0.63,0.41,0.2,0.32,0.11,0.25,0.28,0.24,0.39,0.43,0.14,0.28,0.06,0.16,0.01,0.16
gzigzag.csv,0.08,0.41,0.06,0.07,0.05,0.0,0.29,0.11,0.5,0.03,0.05,0.06,0.09,0.04,0.08,0.08,0.02,0.13,0.05
irrlicht.csv,0.83,0.72,0.78,0.49,0.79,0.29,0.55,0.44,0.75,0.18,0.33,0.04,0.96,0.77,0.81,0.96,0.44,0.37,0.79
mimosa.csv,0.42,0.79,0.72,0.35,0.66,0.44,0.52,0.33,0.5,0.62,0.0,0.49,0.96,0.73,0.5,0.66,0.56,0.42,0.58
mptvseries.csv,0.67,0.47,0.06,0.28,0.25,0.22,0.0,0.11,0.5,0.41,0.48,0.37,0.06,0.24,0.21,0.06,0.35,0.22,0.37
ogre.csv,1.0,1.0,1.0,1.0,1.0,0.99,0.94,1.0,0.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.62,0.34,0.56,0.37,0.71,0.41,0.42,0.78,0.5,0.37,0.29,0.35,0.85,0.63,0.3,0.02,0.29,0.48,0.37
qdvdauthor.csv,0.46,0.55,0.17,0.68,0.61,0.11,0.48,0.67,0.5,0.28,0.48,0.59,0.04,0.48,0.42,0.57,0.6,0.41,0.05
qse.csv,0.62,0.33,0.5,0.25,0.32,0.26,0.29,0.67,0.5,0.28,0.31,0.43,0.0,0.31,0.17,0.11,0.31,0.37,0.37
sauerbraten.csv,0.0,0.21,0.06,0.24,0.16,0.12,0.1,0.22,0.0,0.03,0.21,0.22,0.06,0.18,0.12,0.09,0.15,0.1,0.21
toped.csv,0.62,0.73,0.61,0.35,0.59,0.28,0.39,0.11,0.75,0.62,0.24,0.65,0.21,0.37,0.47,0.28,0.25,0.35,0.42
truevision.csv,0.5,0.52,0.56,0.29,0.34,0.85,0.19,0.44,0.5,0.65,0.88,0.24,0.34,0.0,0.17,0.36,0.27,0.67,0.21
zoolib.csv,0.17,0.23,0.0,0.11,0.09,0.13,0.03,0.11,0.0,0.03,0.02,0.35,0.0,0.06,0.0,0.0,0.18,0.07,0.37
