,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.99,0.27,1.0,0.69,0.52,0.63,0.85,0.99,1.0
barracudamvc.csv,0.94,1.0,0.45,1.0,1.0,0.99,0.96,0.96,0.92
ingex.csv,0.66,0.91,0.8,0.6,0.94,0.62,0.54,0.57,0.54
jgnash.csv,0.69,0.76,0.75,0.73,0.77,0.36,0.45,0.53,0.59
jsr308-langtools.csv,0.53,0.69,0.95,1.0,1.0,0.77,0.08,0.54,0.51
owlapi.csv,0.8,0.87,0.94,0.76,0.83,0.74,0.6,0.32,0.63
owlib.csv,0.43,0.62,0.69,0.61,0.86,0.49,0.6,0.56,0.72
sidekar.csv,1.0,1.0,0.93,0.3,1.0,1.0,1.0,1.0,1.0
springside.csv,0.67,0.72,0.7,0.53,0.35,0.6,0.54,0.58,0.69
