,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.69,0.78,0.88,0.81,0.74,0.58,0.74,0.38,0.54
graphmak.csv,0.46,0.76,0.8,0.77,0.63,0.21,0.58,0.08,0.43
guineu.csv,0.69,0.41,0.24,0.12,0.29,0.23,0.27,0.35,0.45
jhotdraw.csv,0.58,0.93,0.64,0.74,0.56,0.58,0.87,0.38,0.71
ofbiz.csv,0.5,0.56,0.68,0.6,0.53,0.49,0.57,0.65,0.75
pdfedit.csv,0.65,0.49,0.48,0.79,0.6,0.7,0.79,0.54,0.36
pokeglobal.csv,0.69,0.73,0.64,0.98,0.94,0.88,0.74,0.73,0.59
red5.csv,0.96,0.85,0.92,0.88,0.98,0.74,0.82,0.81,0.83
twostep.csv,0.88,0.83,0.76,0.67,0.81,0.79,0.79,0.85,0.72
