,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.52,0.74,0.55,0.69,0.33,0.63,0.79,0.51,0.6
graphmak.csv,0.34,0.68,0.74,0.62,0.33,0.32,0.67,0.13,0.55
guineu.csv,0.56,0.51,0.3,0.18,0.15,0.33,0.41,0.46,0.55
jhotdraw.csv,0.37,0.71,0.43,0.64,0.51,0.56,0.84,0.31,0.7
ofbiz.csv,0.41,0.62,0.52,0.57,0.29,0.57,0.68,0.45,0.78
pdfedit.csv,0.41,0.53,0.38,0.75,0.3,0.64,0.79,0.51,0.47
pokeglobal.csv,0.42,0.76,0.48,0.66,0.3,0.69,0.79,0.61,0.67
red5.csv,0.49,0.7,0.53,0.64,0.32,0.75,0.81,0.7,0.74
twostep.csv,0.45,0.77,0.53,0.62,0.35,0.72,0.82,0.8,0.72
