,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.99,0.0,0.85,1.04,0.89,0.56,1.02,0.98,0.92,0.95,0.97,1.0,1.0,0.89,1.01,0.96,0.96,0.78,0.93,1.01
baadengine.csv,0.01,0.98,1.05,0.42,0.58,0.8,0.42,0.61,0.67,0.54,0.61,0.79,0.66,0.77,0.62,0.81,0.56,0.68,0.58,0.49
bibedt.csv,0.88,1.0,0.94,1.01,0.81,0.89,0.87,0.76,0.83,0.87,0.56,1.0,0.1,0.66,0.78,0.96,0.93,0.81,0.9,0.76
cascading.csv,0.71,1.05,0.88,0.38,0.5,0.71,0.83,0.63,0.64,0.58,0.42,0.71,0.71,0.58,0.46,0.71,0.06,0.65,0.68,0.28
dataobjectsdotnet.csv,0.59,1.06,1.21,0.27,0.73,0.87,0.96,0.71,0.86,0.97,0.73,1.02,0.69,0.79,0.78,0.7,0.77,0.03,0.71,0.58
exl.csv,0.49,0.93,1.05,0.63,0.57,0.62,0.77,0.77,0.67,0.75,0.68,0.71,0.67,0.65,0.53,0.87,0.52,0.69,0.53,0.07
gogoego.csv,0.58,0.52,0.96,1.02,0.79,0.75,0.93,0.06,0.73,0.84,0.9,0.59,0.76,0.93,0.75,0.93,0.85,0.88,0.8,0.97
httpcontentparser.csv,0.92,1.0,0.96,1.0,0.99,0.86,1.01,0.94,0.89,0.92,0.2,1.0,0.67,0.8,0.85,0.92,0.97,0.88,0.88,0.93
impala.csv,0.82,0.77,0.95,0.94,0.96,0.94,0.97,0.9,0.88,0.9,0.63,0.52,0.85,0.72,0.97,0.16,0.9,0.87,0.96,1.01
jaxlib.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgameai.csv,0.94,1.0,0.92,1.02,0.86,0.04,0.94,0.74,0.92,0.9,0.91,0.56,1.0,0.86,0.74,0.85,0.87,0.94,0.93,1.0
jhotdraw.csv,0.87,1.0,0.94,1.01,0.84,0.86,0.87,0.84,0.02,0.9,0.71,1.0,0.9,0.74,0.89,1.0,0.96,0.71,0.86,1.04
loki-lib.csv,0.56,1.0,0.81,0.47,0.42,0.73,0.87,0.59,0.68,0.47,0.64,0.81,0.83,0.83,0.49,0.78,0.69,0.74,0.04,0.61
patterntesting.csv,0.48,1.15,1.12,0.38,0.58,0.9,0.43,0.59,0.68,0.1,0.56,0.67,0.62,0.6,0.52,0.85,0.61,0.67,0.61,0.33
pokeglobal.csv,0.83,0.71,0.73,0.53,0.0,0.7,0.57,0.69,0.85,0.66,0.84,0.94,0.81,0.89,0.7,0.75,0.81,0.75,0.66,0.75
snakeyaml.csv,0.76,0.42,0.57,1.23,0.73,0.68,0.99,0.64,0.66,0.71,0.71,0.69,0.75,0.53,0.04,0.79,0.79,0.65,0.93,0.56
unflobtactical.csv,0.75,1.01,0.97,1.01,0.88,0.85,0.59,0.82,0.94,0.71,0.7,0.12,0.63,0.0,0.89,0.93,0.92,0.93,0.83,0.68
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0
zealos.csv,0.74,1.08,1.07,0.43,0.66,0.6,0.03,0.7,0.62,0.54,0.6,0.42,0.79,0.53,0.65,0.72,0.69,0.66,0.7,0.41
