,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.04,1.0,0.18,0.0,0.14,0.61,0.0,0.02,0.1,0.09,0.06,0.0,0.0,0.13,0.0,0.05,0.06,0.3,0.12,0.22
baadengine.csv,0.99,0.22,0.0,0.87,0.61,0.31,0.76,0.68,0.63,0.68,0.59,0.57,0.61,0.55,0.71,0.49,0.64,0.54,0.5,0.57
bibedt.csv,0.15,0.0,0.07,0.0,0.24,0.15,0.16,0.28,0.21,0.16,0.5,0.0,0.92,0.39,0.26,0.05,0.09,0.23,0.12,0.28
cascading.csv,0.38,0.22,0.43,0.89,0.59,0.41,0.23,0.53,0.58,0.71,0.73,0.5,0.55,0.6,0.67,0.58,0.99,0.49,0.38,0.76
dataobjectsdotnet.csv,0.68,0.22,0.0,0.93,0.31,0.18,0.17,0.41,0.19,0.32,0.39,0.0,0.56,0.33,0.3,0.49,0.36,0.97,0.41,0.68
exl.csv,0.63,0.37,0.0,0.75,0.74,0.59,0.58,0.58,0.6,0.6,0.65,0.67,0.51,0.66,0.69,0.45,0.77,0.49,0.62,0.94
gogoego.csv,0.56,0.61,0.05,0.0,0.26,0.31,0.33,0.95,0.33,0.2,0.18,0.53,0.42,0.11,0.3,0.1,0.18,0.17,0.37,0.26
httpcontentparser.csv,0.1,0.0,0.05,0.0,0.06,0.22,0.22,0.07,0.16,0.12,0.83,0.0,0.44,0.27,0.18,0.1,0.04,0.17,0.38,0.12
impala.csv,0.26,0.6,0.06,0.24,0.26,0.24,0.17,0.38,0.41,0.16,0.65,0.54,0.45,0.61,0.05,0.87,0.42,0.46,0.33,0.22
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.07,0.0,0.1,0.0,0.18,0.97,0.09,0.4,0.12,0.12,0.12,0.54,0.0,0.17,0.3,0.19,0.16,0.09,0.09,0.0
jhotdraw.csv,0.2,0.0,0.07,0.0,0.3,0.22,0.16,0.21,0.98,0.16,0.35,0.0,0.12,0.35,0.13,0.0,0.05,0.47,0.31,0.08
loki-lib.csv,0.73,0.22,0.38,0.85,0.66,0.44,0.42,0.62,0.64,0.69,0.58,0.54,0.48,0.48,0.7,0.56,0.5,0.48,0.97,0.44
patterntesting.csv,0.6,0.0,0.0,0.89,0.64,0.3,0.64,0.65,0.63,0.91,0.63,0.71,0.52,0.66,0.63,0.37,0.55,0.46,0.46,0.72
pokeglobal.csv,0.5,0.62,0.48,0.82,1.0,0.56,0.65,0.61,0.48,0.6,0.45,0.24,0.52,0.39,0.64,0.56,0.52,0.49,0.45,0.43
snakeyaml.csv,0.29,0.76,0.52,0.0,0.52,0.65,0.05,0.49,0.53,0.48,0.53,0.5,0.34,0.59,0.97,0.28,0.34,0.61,0.34,0.71
unflobtactical.csv,0.38,0.0,0.04,0.0,0.15,0.18,0.48,0.21,0.07,0.37,0.53,0.97,0.44,1.0,0.13,0.1,0.11,0.09,0.25,0.39
werx.csv,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
zealos.csv,0.47,0.0,0.0,0.87,0.62,0.5,0.98,0.6,0.58,0.68,0.59,0.87,0.56,0.61,0.53,0.53,0.57,0.59,0.47,0.64
