,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.98,0.8,0.97,0.97,0.9,0.95,0.93,0.95,0.95,0.91,0.97,0.0,0.67,0.83,0.96,0.92,0.91,0.99,0.93,0.94
baadengine.csv,0.44,0.39,0.37,0.42,0.38,0.44,0.47,0.35,0.35,0.41,0.42,0.3,0.35,0.31,0.38,0.33,0.39,0.39,0.57,0.38
bibedt.csv,0.98,0.0,0.92,0.86,0.91,0.86,0.75,0.98,0.97,0.75,0.96,0.67,0.89,0.64,0.91,0.93,0.9,0.91,0.86,0.6
cascading.csv,0.6,0.42,0.43,0.54,0.53,0.44,0.9,0.49,0.43,0.37,0.51,0.48,0.37,0.41,0.59,0.37,0.44,0.52,0.63,0.39
dataobjectsdotnet.csv,0.43,0.46,0.75,0.86,0.77,0.71,0.56,0.77,0.97,0.56,0.72,0.9,0.41,0.79,0.9,0.57,0.67,0.65,0.7,0.46
exl.csv,0.42,0.38,0.39,0.42,0.37,0.49,0.54,0.38,0.4,0.4,0.44,0.33,0.43,0.34,0.51,0.36,0.39,0.47,0.51,0.42
gogoego.csv,0.66,0.8,0.88,0.73,0.77,0.76,0.63,0.82,0.78,0.91,0.91,0.62,0.78,0.88,0.97,0.95,0.95,0.88,0.68,0.78
httpcontentparser.csv,0.98,0.75,0.86,0.8,0.9,0.96,0.94,0.95,0.98,0.92,0.94,0.67,0.94,0.92,0.93,0.89,0.75,0.98,0.72,0.86
impala.csv,0.98,0.44,0.9,0.44,0.48,0.52,0.58,0.42,0.42,0.93,0.59,0.88,0.55,0.43,0.94,0.95,0.57,0.55,0.5,0.94
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.97,0.5,0.94,0.77,0.89,0.84,0.83,0.78,0.98,0.83,0.96,0.77,0.75,0.8,0.95,0.97,0.94,0.96,0.8,0.0
jhotdraw.csv,0.99,0.0,0.91,0.92,0.83,0.96,0.83,0.98,0.98,0.93,0.96,0.67,0.75,0.78,0.93,0.83,0.83,0.79,0.79,0.89
loki-lib.csv,0.45,0.45,0.47,0.42,0.34,0.41,0.59,0.37,0.35,0.37,0.49,0.29,0.39,0.38,0.41,0.34,0.43,0.44,0.59,0.38
patterntesting.csv,0.49,0.43,0.47,0.51,0.36,0.47,0.45,0.39,0.37,0.61,0.41,0.35,0.45,0.3,0.52,0.41,0.46,0.49,0.63,0.34
pokeglobal.csv,0.44,0.44,0.48,0.51,0.49,0.43,0.59,0.39,0.36,0.4,0.61,0.28,0.4,0.35,0.47,0.35,0.39,0.45,0.54,0.78
snakeyaml.csv,0.74,0.68,0.65,0.56,0.65,0.66,0.55,0.76,0.64,0.81,0.62,0.5,0.86,0.64,0.96,0.87,0.77,0.62,0.52,0.49
unflobtactical.csv,0.59,0.91,0.8,0.92,0.86,0.86,0.52,0.97,0.96,0.86,0.6,0.88,0.67,0.49,0.92,0.97,0.92,0.96,0.88,0.75
werx.csv,0.41,0.37,0.36,0.41,0.4,0.48,0.54,0.36,0.36,0.44,0.45,0.3,0.39,0.38,0.41,0.33,0.39,0.42,0.44,0.48
zealos.csv,0.65,0.58,0.47,0.55,0.46,0.68,0.66,0.46,0.48,0.55,0.52,0.55,0.46,0.53,0.6,0.48,0.52,0.51,0.64,0.42
