,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.42,0.03,0.18,0.62,0.47,0.48,0.05
emulemorph.csv,0.25,0.08,0.27,0.44,0.0,0.11,0.25
htmlunit.csv,0.5,0.01,0.25,0.36,0.3,0.61,0.15
jvcl.csv,0.17,0.57,0.33,0.45,0.15,0.3,0.14
m-m-m.csv,0.4,0.03,0.14,0.36,0.87,0.39,0.03
nh3d.csv,0.48,0.8,0.0,0.41,0.91,0.36,0.0
wgs-assembler.csv,0.49,0.02,0.19,0.37,0.15,0.51,0.12
