,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.85,1.0,1.0,0.0,0.97,0.96
jahshaka.csv,0.33,0.2,0.57,0.0,0.6,0.74
jam-daq.csv,0.39,0.04,0.17,0.0,0.06,0.3
jatlas.csv,0.75,0.55,0.8,0.33,0.13,0.56
jedit.csv,0.23,0.63,0.48,1.0,0.9,1.0
open-media-library.csv,0.63,0.16,0.28,1.0,0.31,0.63
