,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.3,0.45,0.02,0.0,0.2,0.4,0.0,0.33,0.26,0.49,0.16,0.08,0.24,0.17,0.84,0.55,0.51
baadengine.csv,0.86,0.12,0.36,0.02,0.59,0.28,0.47,0.42,0.3,0.63,0.22,0.08,0.33,0.31,0.9,0.56,0.85
bibedt.csv,0.46,0.14,0.76,0.03,0.68,0.47,0.53,0.35,0.31,0.49,0.28,0.18,0.64,0.29,0.61,0.47,0.87
exl.csv,0.42,0.11,0.86,0.02,0.57,0.46,0.45,0.39,0.3,0.36,0.26,0.0,0.34,0.18,0.35,0.22,0.85
gdis.csv,0.62,0.07,0.74,0.0,0.69,0.39,0.49,0.36,0.26,0.56,0.22,0.15,0.33,0.21,0.86,0.51,0.85
gogoego.csv,0.51,0.04,0.64,0.03,0.67,0.37,0.55,0.41,0.23,0.55,0.22,0.12,0.31,0.24,0.84,0.49,0.75
httpcontentparser.csv,0.42,0.05,0.5,0.0,0.59,0.06,0.24,0.37,0.32,0.32,0.42,0.05,0.34,0.31,0.0,0.42,0.59
jaxlib.csv,0.43,0.07,0.36,0.0,0.67,0.43,0.56,0.4,0.23,0.49,0.24,0.57,0.42,0.28,0.48,0.42,0.88
jgameai.csv,0.0,0.0,0.03,0.0,0.2,0.44,0.0,0.11,0.12,0.17,0.0,0.14,0.18,0.0,0.45,0.12,0.0
jhotdraw.csv,0.72,0.13,0.87,0.03,0.7,0.46,0.0,0.37,0.55,0.34,0.1,0.06,0.11,0.09,0.44,0.06,0.76
loki-lib.csv,0.45,0.12,0.72,0.03,0.63,0.39,0.49,0.38,0.31,0.55,0.29,0.07,0.29,0.21,0.92,0.6,0.69
patterntesting.csv,0.84,0.11,0.96,0.02,0.79,0.46,0.49,0.38,0.32,0.67,0.2,0.09,0.36,0.21,0.75,0.56,0.87
pokeglobal.csv,0.77,0.14,0.97,0.08,0.73,0.27,0.47,0.44,0.27,0.46,0.11,0.0,0.24,0.28,0.73,0.37,0.79
werx.csv,0.85,0.15,0.98,0.02,0.73,0.45,0.47,0.36,0.31,0.55,0.19,0.08,0.33,0.23,0.89,0.56,0.59
xbg.csv,0.7,0.09,0.03,0.0,0.04,0.0,0.24,0.18,0.06,0.33,0.1,0.0,0.23,0.48,0.42,0.35,0.21
zealos.csv,0.41,0.18,0.67,0.0,0.21,0.37,0.59,0.27,0.35,0.5,0.15,0.0,0.0,0.0,0.58,0.29,0.09
