,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.29,0.18,0.0,0.37,0.17,0.29,0.01,0.32,0.27,0.15,0.94,0.96,0.49,0.05,0.85,0.98,0.85
baadengine.csv,0.18,0.89,0.5,0.8,0.31,0.38,1.0,0.82,0.98,0.47,0.82,0.96,0.98,0.25,1.0,1.0,0.69
bibedt.csv,0.1,0.52,1.0,0.6,0.34,0.76,0.62,0.43,0.78,0.02,0.33,0.17,0.17,0.4,0.15,0.22,0.46
exl.csv,0.21,0.69,1.0,0.77,0.31,0.81,0.22,0.74,0.67,0.62,0.36,0.1,0.46,0.6,0.38,0.09,0.08
gdis.csv,0.19,0.35,0.5,0.56,0.62,0.3,0.79,0.75,0.61,1.0,0.56,0.46,0.37,0.33,0.0,0.5,0.46
gogoego.csv,0.22,0.63,1.0,0.58,0.45,0.83,0.62,0.3,0.82,0.81,0.37,0.27,0.56,0.91,0.38,0.17,0.08
httpcontentparser.csv,0.39,0.55,0.5,0.35,0.31,0.11,0.0,0.46,0.89,0.02,0.22,0.71,0.34,0.05,0.0,0.26,0.15
jaxlib.csv,0.16,0.34,0.5,0.59,0.66,0.46,0.21,0.53,0.12,0.72,0.44,0.06,0.22,0.31,0.0,0.26,0.46
jgameai.csv,0.0,0.03,0.0,0.04,0.1,0.27,0.03,0.06,0.1,0.04,0.08,0.5,0.24,0.04,0.69,0.04,0.0
jhotdraw.csv,0.86,0.57,0.75,0.59,0.97,0.71,0.0,0.9,0.15,0.51,0.34,0.67,0.17,0.67,0.85,0.09,0.77
loki-lib.csv,0.03,0.38,1.0,0.76,0.38,0.32,0.88,0.5,0.63,0.43,0.33,0.5,0.46,0.16,0.62,0.28,0.08
patterntesting.csv,1.0,0.97,1.0,0.98,0.76,0.97,0.88,0.97,0.87,0.17,0.98,0.85,0.76,0.96,0.69,0.83,0.92
pokeglobal.csv,0.63,0.77,1.0,0.24,0.28,0.41,1.0,0.39,0.79,0.21,0.61,0.92,0.66,0.31,1.0,0.52,0.85
werx.csv,0.99,0.85,0.0,1.0,0.97,1.0,1.0,0.94,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.69
xbg.csv,0.49,0.26,0.0,0.13,0.21,0.05,0.62,0.11,0.11,0.55,0.64,0.38,0.51,0.25,0.54,0.72,0.77
zealos.csv,0.14,0.23,0.25,0.34,0.03,0.14,0.4,0.35,0.29,0.26,0.17,0.31,0.17,0.04,0.31,0.26,0.08
