,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.2,1.0,0.01,0.0,0.12,0.42,0.0,0.39,0.32,0.4,0.8,1.0,0.4,0.12,0.86,0.97,0.44
baadengine.csv,0.79,0.8,0.22,1.0,0.51,0.31,1.0,0.94,0.94,0.8,0.95,1.0,1.0,0.5,1.0,1.0,0.9
bibedt.csv,0.31,0.6,0.63,1.0,0.63,0.88,0.87,0.48,0.84,0.33,0.6,0.5,0.8,0.62,0.46,0.41,0.88
exl.csv,0.29,0.6,0.78,1.0,0.49,0.88,0.43,0.8,0.71,0.43,0.6,0.0,0.6,0.5,0.23,0.14,0.76
gdis.csv,0.48,0.2,0.6,0.0,0.76,0.42,0.9,0.73,0.55,1.0,0.7,1.0,0.5,0.38,0.75,0.62,0.85
gogoego.csv,0.37,0.2,0.48,1.0,0.66,0.69,0.9,0.49,0.61,0.87,0.5,0.5,0.6,1.0,0.79,0.41,0.61
httpcontentparser.csv,0.3,0.2,0.34,0.0,0.51,0.04,0.13,0.54,0.95,0.2,0.75,0.5,0.5,0.25,0.0,0.38,0.44
jaxlib.csv,0.29,0.2,0.22,0.0,0.73,0.58,0.57,0.66,0.19,0.7,0.65,1.0,0.5,0.5,0.32,0.38,0.9
jgameai.csv,0.0,0.0,0.02,0.0,0.12,0.46,0.0,0.07,0.1,0.1,0.0,1.0,0.2,0.0,0.33,0.07,0.0
jhotdraw.csv,0.72,0.6,0.78,1.0,0.9,0.81,0.0,0.84,0.65,0.37,0.2,0.5,0.1,0.25,0.33,0.03,0.76
loki-lib.csv,0.29,0.4,0.57,1.0,0.59,0.42,0.97,0.6,0.71,0.63,0.65,0.5,0.5,0.25,0.96,0.62,0.54
patterntesting.csv,0.97,0.8,0.93,1.0,1.0,1.0,0.97,0.94,0.94,0.63,1.0,1.0,0.9,0.88,0.7,0.9,1.0
pokeglobal.csv,0.75,0.8,0.96,1.0,0.68,0.31,1.0,0.63,0.71,0.4,0.35,0.0,0.5,0.5,0.7,0.41,0.83
werx.csv,0.98,1.0,0.97,1.0,0.98,1.0,1.0,0.86,1.0,0.97,1.0,1.0,1.0,1.0,0.98,1.0,0.51
xbg.csv,0.62,0.2,0.02,0.0,0.02,0.0,0.33,0.13,0.05,0.37,0.35,0.0,0.4,0.88,0.3,0.45,0.15
zealos.csv,0.27,0.4,0.51,0.0,0.12,0.31,0.8,0.33,0.5,0.47,0.2,0.0,0.0,0.0,0.44,0.24,0.05
