,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.34,0.79,0.44,0.83,0.6,0.6,0.61,0.47
anaxagora.csv,0.33,0.75,0.32,0.54,0.69,0.38,0.39,0.35
botsnscouts.csv,0.43,0.35,0.34,0.44,0.43,0.4,0.33,0.39
emisview.csv,0.34,0.57,0.58,0.45,0.75,0.49,0.86,0.63
matrex.csv,0.5,0.58,0.5,0.57,0.9,0.45,0.94,0.98
mediaportal.csv,0.8,0.88,0.86,0.67,0.94,0.95,0.8,0.52
mediate.csv,0.38,0.74,0.46,0.48,0.61,0.44,0.64,0.85
ontopia.csv,0.41,0.4,0.67,0.44,0.59,0.53,0.42,0.52
