,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.21,0.62,0.24,0.59,0.46,0.14,1.0,0.4,0.58,0.21,0.36,0.71,0.8,0.42,0.5,0.48,0.56,0.28
dspace-gsoc.csv,0.07,0.16,0.15,0.3,0.35,0.11,0.11,0.1,0.1,0.14,1.0,0.53,0.2,0.09,0.0,0.17,0.28,0.05
fbmanager.csv,0.38,0.31,1.0,0.41,0.6,0.19,0.37,0.44,0.58,0.41,0.28,0.38,0.6,0.45,0.75,0.51,0.57,0.29
fido.csv,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freenet.csv,0.57,0.53,0.82,0.93,0.98,0.54,0.56,0.64,0.75,0.59,0.92,0.76,0.8,0.76,1.0,0.84,0.6,0.72
geogebra.csv,0.18,0.19,0.15,0.59,0.43,0.5,0.22,0.36,0.33,0.12,0.11,0.53,0.6,0.48,1.0,0.33,0.93,0.21
google-caja.csv,0.65,0.72,0.79,0.7,0.84,0.65,0.85,0.99,0.79,0.48,0.78,0.76,1.0,0.78,1.0,0.87,0.83,0.91
itext.csv,0.54,0.66,0.53,0.59,0.7,0.57,0.59,0.6,0.79,0.72,0.56,0.97,1.0,0.87,0.75,0.72,0.69,0.57
k3b.csv,0.44,0.44,0.56,0.39,0.26,0.3,0.81,0.6,0.71,1.0,0.58,0.79,1.0,0.97,0.75,0.71,0.73,0.81
megameknet.csv,0.53,0.59,0.56,0.63,0.45,0.36,0.33,0.31,0.46,0.47,0.39,0.71,0.8,0.67,0.75,0.86,0.66,0.72
myfaces.csv,0.4,0.25,0.29,0.74,0.59,0.59,0.56,0.26,0.94,0.16,0.19,0.53,0.8,0.11,0.25,0.22,0.4,0.28
onotoa.csv,0.51,0.72,0.53,0.61,0.75,0.99,0.85,0.74,0.71,0.71,0.44,0.65,0.8,0.99,1.0,0.8,0.76,0.76
paintown.csv,0.97,0.84,0.76,0.76,0.78,0.69,0.67,0.87,0.79,0.59,0.67,0.56,1.0,0.96,0.5,0.86,0.86,0.53
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.02,0.0,0.01,0.0,0.0
smartgwt.csv,0.75,0.75,0.59,0.74,0.54,0.51,0.44,0.69,0.85,0.67,0.53,0.68,1.0,0.98,1.0,0.8,0.73,0.74
sqlpower-library.csv,0.76,0.66,0.71,1.0,0.81,0.57,0.63,0.68,0.83,0.52,0.69,0.94,1.0,0.76,1.0,0.74,0.77,0.9
triplea.csv,0.53,1.0,0.38,0.7,0.75,0.45,0.44,0.68,0.65,0.57,0.42,0.5,0.6,0.59,0.25,0.57,0.66,0.66
