,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.1,0.62,0.23,0.18,0.22,0.19,0.04,0.19,0.19,0.17,0.37,0.3,0.14,0.02,0.1,0.14,0.24,0.0
dspace-gsoc.csv,0.03,0.05,0.06,0.47,0.19,0.19,0.19,0.04,0.1,0.04,0.0,0.1,0.13,0.0,0.05,0.09,0.14,0.0
fbmanager.csv,0.42,0.29,0.0,0.41,0.41,0.44,0.15,0.22,0.37,0.38,0.37,0.17,0.25,0.21,0.29,0.15,0.29,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
freenet.csv,0.7,0.71,0.9,0.88,0.01,0.62,0.59,0.56,0.6,0.5,0.68,0.9,0.68,0.33,0.46,0.58,0.5,0.0
geogebra.csv,0.01,0.14,0.03,0.41,0.45,0.5,0.07,0.15,0.08,0.0,0.16,0.6,0.58,0.04,0.62,0.05,0.0,0.0
google-caja.csv,0.33,0.57,0.48,0.53,0.74,0.62,0.56,0.0,0.71,0.33,0.74,0.47,0.61,0.77,0.62,0.58,0.54,1.0
itext.csv,0.29,0.43,0.35,0.35,0.56,0.44,0.33,0.22,0.48,0.5,0.42,0.0,0.5,0.3,0.36,0.35,0.34,0.0
k3b.csv,0.36,0.52,0.52,0.35,0.15,0.25,0.48,0.41,0.48,0.0,0.58,0.43,0.43,0.94,0.35,0.47,0.52,0.0
megameknet.csv,0.6,0.52,0.68,0.35,0.31,0.38,0.19,0.26,0.23,0.5,0.32,0.67,0.45,0.66,0.52,0.0,0.48,1.0
myfaces.csv,0.26,0.14,0.32,0.76,0.73,0.56,0.37,0.19,0.0,0.12,0.26,0.37,0.25,0.02,0.17,0.08,0.16,0.0
onotoa.csv,0.58,0.62,0.35,0.59,0.85,0.06,0.74,0.63,0.74,0.38,0.42,0.2,0.69,1.0,0.86,0.86,0.74,1.0
paintown.csv,0.01,0.57,0.52,0.41,0.64,0.62,0.59,0.67,0.76,0.46,0.58,0.37,0.79,0.49,0.64,0.66,0.76,0.0
powerfolder.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.01,0.01,0.03,0.0,0.0,0.0
smartgwt.csv,0.49,0.71,0.58,0.47,0.37,0.44,0.48,0.7,0.68,0.62,0.68,0.5,0.34,0.0,0.77,0.79,0.56,1.0
sqlpower-library.csv,0.64,0.57,0.55,0.0,0.71,0.62,0.33,0.41,0.72,0.29,0.79,0.77,0.68,0.77,0.64,0.39,0.49,1.0
triplea.csv,0.27,0.0,0.26,0.35,0.57,0.31,0.26,0.48,0.39,0.46,0.42,0.37,0.36,0.09,0.44,0.23,0.26,0.0
