,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.86,0.33,0.67,0.37,0.45,0.92,0.43,0.53,0.61,0.88,0.45,0.39,0.86,0.87,0.92,0.58,0.55,0.62
dspace-gsoc.csv,0.86,0.83,0.86,0.64,0.65,0.91,0.88,0.89,0.97,0.89,0.39,0.52,0.94,0.89,0.8,0.97,0.86,0.67
fbmanager.csv,0.65,0.56,0.5,0.42,0.34,0.67,0.64,0.5,0.61,0.52,0.47,0.5,0.61,0.68,0.61,0.53,0.49,0.65
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.67,0.0
freenet.csv,0.59,0.38,0.46,0.41,0.43,0.42,0.42,0.43,0.51,0.59,0.28,0.49,0.41,0.31,0.57,0.52,0.52,0.4
geogebra.csv,0.92,0.89,0.83,0.62,0.57,0.56,0.88,0.69,0.97,0.86,0.86,0.58,0.52,0.68,0.4,0.91,0.78,0.75
google-caja.csv,0.47,0.31,0.36,0.37,0.33,0.4,0.34,0.34,0.43,0.58,0.31,0.38,0.43,0.54,0.44,0.49,0.41,0.31
itext.csv,0.45,0.37,0.55,0.39,0.31,0.37,0.4,0.4,0.41,0.43,0.36,0.45,0.43,0.31,0.55,0.43,0.42,0.36
k3b.csv,0.54,0.4,0.4,0.5,0.78,0.62,0.37,0.43,0.48,0.45,0.34,0.4,0.51,0.55,0.56,0.52,0.43,0.34
megameknet.csv,0.65,0.47,0.62,0.49,0.59,0.64,0.71,0.65,0.67,0.62,0.55,0.5,0.57,0.68,0.47,0.73,0.6,0.44
myfaces.csv,0.7,0.82,0.75,0.49,0.5,0.55,0.6,0.8,0.96,0.92,0.92,0.52,0.74,0.93,0.89,0.97,0.75,0.75
onotoa.csv,0.56,0.42,0.48,0.37,0.41,0.38,0.4,0.41,0.54,0.44,0.5,0.46,0.44,0.56,0.34,0.52,0.49,0.4
paintown.csv,0.51,0.38,0.38,0.45,0.37,0.43,0.41,0.37,0.5,0.42,0.43,0.47,0.4,0.42,0.44,0.52,0.45,0.45
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.83,0.8,0.67,0.0,0.0,0.0
smartgwt.csv,0.54,0.38,0.5,0.48,0.52,0.58,0.56,0.41,0.54,0.5,0.44,0.58,0.7,0.57,0.35,0.56,0.57,0.41
sqlpower-library.csv,0.47,0.39,0.49,0.43,0.36,0.48,0.46,0.39,0.51,0.46,0.35,0.44,0.45,0.71,0.39,0.58,0.45,0.32
triplea.csv,0.46,0.41,0.52,0.39,0.35,0.45,0.47,0.36,0.49,0.43,0.52,0.46,0.59,0.55,0.48,0.46,0.46,0.34
