,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,8.0,0.0
dspace-gsoc.csv,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,16.0,1.0,106.0,5.0,0.0,0.0
fbmanager.csv,8.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,17.0,2.0,1.0,0.0,26.0,4.0,2.0,1.0,0.0,0.0
fido.csv,0.0,52.0,64.0,62.0,0.0,89.0,53.0,104.0,350.0,0.0,54.0,63.0,125.0,387.0,0.0,306.0,395.0,58.0
freenet.csv,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,11.0,0.0,0.0,9.0,58.0,0.0,18.0,4.0,11.0,0.0
geogebra.csv,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,7.0,66.0,0.0,9.0,3.0,0.0,0.0
google-caja.csv,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,62.0,0.0,2.0,2.0,49.0,2.0,14.0,0.0,1.0,0.0
itext.csv,7.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,32.0,1.0,7.0,9.0,9.0,0.0
k3b.csv,6.0,6.0,3.0,0.0,2.0,0.0,2.0,1.0,13.0,0.0,1.0,1.0,25.0,2.0,10.0,5.0,5.0,0.0
megameknet.csv,6.0,1.0,1.0,0.0,5.0,0.0,3.0,1.0,7.0,0.0,0.0,8.0,39.0,1.0,16.0,0.0,7.0,0.0
myfaces.csv,4.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,20.0,0.0,9.0,6.0,4.0,0.0
onotoa.csv,1.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,38.0,0.0,1.0,0.0,64.0,2.0,16.0,3.0,9.0,0.0
paintown.csv,0.0,2.0,1.0,0.0,6.0,0.0,5.0,1.0,33.0,0.0,1.0,7.0,69.0,1.0,50.0,3.0,9.0,0.0
powerfolder.csv,140.0,52.0,64.0,62.0,287.0,89.0,53.0,104.0,2.0,81.0,54.0,63.0,0.0,1.0,106.0,0.0,395.0,58.0
smartgwt.csv,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,37.0,0.0,0.0,8.0,23.0,0.0,8.0,5.0,9.0,0.0
sqlpower-library.csv,2.0,1.0,6.0,0.0,2.0,0.0,3.0,1.0,33.0,0.0,1.0,7.0,55.0,2.0,9.0,4.0,12.0,1.0
triplea.csv,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,9.0,0.0,1.0,5.0,23.0,8.0,31.0,10.0,6.0,0.0
