,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.34,0.52,0.0,0.7,0.6,0.03,1.0,0.0,0.54,0.96,0.08,0.0,0.21,0.23,0.0,0.0
codepurge.csv,0.46,0.36,0.44,0.31,0.7,0.53,0.04,0.48,0.15,0.56,0.94,0.1,0.36,0.36,0.16,0.38,0.14
fontforge.csv,0.42,0.3,0.43,0.34,0.7,0.44,0.02,0.69,0.12,0.49,0.87,0.09,0.38,0.15,0.12,0.35,0.2
glas.csv,0.47,0.36,0.72,0.33,0.69,0.47,0.03,0.51,0.15,0.49,0.9,0.09,0.58,0.23,0.13,0.34,0.23
gmerlin.csv,0.0,0.29,0.47,0.36,0.0,0.45,0.02,0.0,0.16,0.0,0.82,0.12,0.43,0.15,0.0,0.48,0.23
hatari.csv,0.51,0.45,0.66,0.37,0.69,0.48,0.02,0.42,0.13,0.52,0.94,0.1,0.38,0.13,0.12,0.37,0.23
jcl.csv,0.58,0.47,0.52,0.62,0.87,0.52,0.0,0.67,0.12,0.5,0.89,0.14,0.62,0.13,0.18,0.4,0.16
ltp.csv,0.48,0.31,0.45,0.41,0.8,0.43,0.0,0.47,0.12,0.57,0.89,0.13,0.35,0.15,0.11,0.33,0.24
mia.csv,0.57,1.0,0.59,0.33,0.33,0.48,0.06,0.6,0.11,0.48,0.98,0.23,0.25,0.0,0.08,0.42,0.23
net-snmp.csv,0.54,0.4,0.4,0.3,0.62,0.33,0.11,0.48,0.16,0.46,0.82,0.08,0.41,0.16,0.09,0.43,0.19
opde.csv,0.45,0.33,0.45,0.6,0.71,0.43,0.06,0.46,0.17,0.0,0.92,0.09,0.56,0.18,0.1,0.32,0.21
oppna-program-hsatools.csv,0.52,0.41,0.51,0.36,0.75,0.58,0.02,0.44,0.14,0.49,0.97,0.09,0.5,0.12,0.14,0.33,0.16
powerfolder-.csv,0.45,0.51,0.53,0.35,0.7,0.47,0.07,0.5,0.19,0.43,0.87,0.07,0.45,0.14,0.12,0.29,0.23
qlc.csv,0.0,0.4,0.0,0.38,0.69,0.6,0.07,0.0,0.22,0.64,0.96,0.08,0.5,0.21,0.19,0.0,0.15
quantlib.csv,0.45,0.18,1.0,0.0,0.69,0.24,0.0,0.44,0.08,0.49,0.62,0.19,0.0,0.0,0.12,0.33,0.34
tcl.csv,0.38,0.27,0.4,0.33,0.71,0.38,0.0,0.0,0.15,0.65,0.82,0.06,0.39,0.09,0.0,0.22,0.2
