,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.69,0.98,1.0,0.34
miranda-icq.csv,0.62,0.6,0.31,0.52
red5.csv,0.31,0.4,0.73,0.77
thrust.csv,0.55,0.21,0.37,0.57
