,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.67,0.94,0.9,0.63
miranda-icq.csv,0.56,0.35,0.6,0.49
red5.csv,0.7,0.24,0.75,0.67
thrust.csv,0.51,0.59,0.29,0.65
