,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.54,0.09,0.0,0.64
miranda-icq.csv,0.51,0.36,0.62,0.49
red5.csv,0.7,0.27,0.55,0.48
thrust.csv,0.5,0.62,0.33,0.59
