,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.63,0.41,0.38,0.61
miranda-icq.csv,0.56,0.24,0.48,0.45
red5.csv,0.73,0.2,0.39,0.5
thrust.csv,0.54,0.54,0.24,0.54
