,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,3.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0
continuum-ide.csv,0.0,0.0,0.0,49.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fleet-simulator.csv,4.0,2.0,1.0,0.0,0.0,1.0,7.0,5.0,26.0,0.0,7.0,0.0,0.0,0.0,3.0
hydrate.csv,0.0,0.0,1.0,49.0,79.0,1.0,67.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ivef-sdk.csv,1.0,0.0,18.0,1.0,2.0,0.0,9.0,55.0,8.0,0.0,66.0,0.0,7.0,0.0,0.0
jmri.csv,4.0,0.0,0.0,0.0,3.0,11.0,5.0,7.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0
kdenlive.csv,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,28.0,0.0,1.0,1.0,0.0,0.0,1.0
mia.csv,0.0,1.0,4.0,49.0,3.0,0.0,6.0,1.0,0.0,0.0,66.0,0.0,2.0,0.0,3.0
ontopia.csv,3.0,0.0,14.0,1.0,0.0,2.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
opentibia.csv,2.0,0.0,4.0,1.0,2.0,1.0,4.0,10.0,7.0,0.0,5.0,0.0,2.0,0.0,1.0
runuomondains.csv,0.0,0.0,1.0,1.0,79.0,0.0,1.0,55.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
somap.csv,6.0,0.0,18.0,1.0,1.0,1.0,10.0,8.0,5.0,0.0,7.0,0.0,2.0,0.0,3.0
taverna.csv,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0
tigermud.csv,3.0,1.0,3.0,1.0,2.0,1.0,4.0,9.0,7.0,0.0,7.0,0.0,2.0,0.0,3.0
x-ray-mule.csv,3.0,0.0,18.0,0.0,10.0,0.0,2.0,55.0,19.0,0.0,66.0,2.0,0.0,0.0,0.0
