,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.24,0.32,0.23,0.68,0.22,0.87,1.0,0.11,0.17,0.23,0.07,0.2,0.29,0.53,0.11
continuum-ide.csv,0.31,0.13,0.2,0.0,0.06,0.0,0.14,0.97,0.21,0.23,0.42,0.24,0.26,0.11,0.2
fleet-simulator.csv,0.81,0.86,0.64,0.6,0.52,0.61,0.68,0.48,0.15,0.89,0.21,0.89,1.0,0.74,0.78
hydrate.csv,0.05,0.23,0.18,0.0,0.0,0.11,0.0,0.49,0.08,0.26,0.36,0.22,0.07,0.11,1.0
ivef-sdk.csv,0.73,0.73,0.49,0.82,0.52,1.0,0.47,0.0,0.16,0.64,0.0,0.69,0.15,0.24,0.06
jmri.csv,0.7,0.7,0.98,0.55,0.3,0.25,0.44,0.37,0.1,0.36,0.25,0.34,0.35,0.58,0.56
kdenlive.csv,0.99,0.73,0.64,0.44,0.46,0.33,0.7,0.5,0.16,0.77,0.26,0.72,0.96,0.57,0.77
mia.csv,0.2,0.23,0.44,0.0,0.3,0.26,0.23,0.33,0.97,0.29,0.0,0.4,0.51,0.25,0.37
ontopia.csv,0.66,0.77,0.56,0.78,0.38,0.06,0.61,0.39,0.14,0.99,0.15,0.64,0.72,0.55,0.46
opentibia.csv,0.77,1.0,0.49,0.75,0.36,0.92,0.7,0.42,0.18,0.87,0.19,0.79,0.82,0.72,0.75
runuomondains.csv,0.1,0.26,0.12,0.31,0.0,0.06,0.06,0.0,0.1,0.23,0.93,0.03,0.09,0.24,0.28
somap.csv,0.79,0.93,0.63,0.75,0.51,0.81,0.65,0.48,0.17,0.91,0.21,1.0,0.93,0.76,0.78
taverna.csv,0.33,0.11,0.16,0.57,0.92,0.03,0.2,0.25,0.0,0.16,0.11,0.32,0.34,0.35,0.06
tigermud.csv,0.72,0.79,0.58,0.71,0.52,0.93,0.7,0.44,0.12,0.77,0.21,0.92,0.82,0.96,0.65
x-ray-mule.csv,0.4,0.32,0.39,1.0,0.13,0.14,0.16,0.0,0.07,0.36,0.0,0.4,0.07,0.2,0.06
