,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.61,0.0,0.82,0.0,0.35
mediaportal.csv,0.57,0.55,0.27,0.42,0.41
poormans.csv,0.69,0.44,0.36,0.32,0.64
smartgwt.csv,0.54,0.58,0.83,0.27,0.39
sqlpower-library.csv,0.73,0.25,0.74,0.33,0.43
