,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.71,1.0,0.34,1.0,1.0
mediaportal.csv,0.61,0.43,0.84,0.52,0.63
poormans.csv,0.47,0.68,0.78,0.94,0.3
smartgwt.csv,0.66,0.36,0.63,0.72,0.56
sqlpower-library.csv,0.43,0.79,0.68,0.91,0.69
